Finnish;English;Hungarian
hiirenhiljaa;as quiet as a mouse;egérszerűen csendes
hiuksenhieno;super fine, subtle;hajszálvékony, finom
iki-ihana;exquisit, ever-lovely;örökké bájos
ikivanha;really old, ancient;ősi, nagyon régi
ilmiselvä;totally clear, obvious;nyilvánvaló
jääkylmä;ice-cold;jég hideg
kalmankalpea;deathly pale;halálsápadt
kivikova;rock-hard;kőkemény
kristallinkirkas;crystal clear;kristálytiszta
kullankallis;dear/precious as gold;aranyosan drága
kullankeltainen;golden yellow;aranysárga
kuolemanvakava;deadly serious;halálosan komoly
langanlaiha;really skinny, emaciated;fonalsovány
likomärkä;soaking wet, drenched;csuromvizes
lumivalkoinen;snowwhite;hófehér
läpimätä;rotten to the core;teljesen rohadt
patalaiska;bone-idle;nagyon lusta
pikimusta;pitch black;koromfekete
pilkkopimeä;pitch dark;totálisan sötét
pähkähullu;stark mad;teljesen őrült
päivänselvä;clear as day;napfényesen világos
raivohullu;raving mad;dühöngő őrült
ratkiriemukas;hilarious, side-splitting;felkacagtató
ruohonvihreä;grass-green;füzöld
ruutikuiva, rutikuiva;dry as dust;porhanyós, szikkadt
rutiköyhä;penniless;nagyon szegény
salamannopea;quick as lightning;villámgyors
sysimusta;jet-black;koromfekete (más árnyalat)
taivaansininen;sky-blue;égkék
tulikuuma;red-hot;vörösen forró
tulipunainen;fiery red;tüzes vörös
umpihumalassa;dead drunk;totál részeg
umpijäässä;frozen solid;teljesen befagyott
umpikuuro;stone deaf;kőkeményen süket
umpirakastunut;very much in love;teljesen szerelmes
umpisokea;blind as a bat;vakon süket
upporikas;stinking rich;hihetetlenül gazdag
veitsenterävä;razor-sharp;borotvaéles
ventovieras;complete stranger;tökéletes idegen
vitivalkoinen;pure white;tiszta fehér
vuorenvarma;dead certain;hegybiztos
iki-ihastunut;very charmed, attracted;nagyon elbűvölt
piripintaan;all the way to the rim;teltig töltve
putipuhdas;spick-and-span;csillogóan tiszta
supisuomalainen;very Finnish;tipikusan finn
typötyhjä;completely empty;totálisan üres
täpötäysi;overcrowded, full;zsúfolt
upouusi;brand new;vadonatúj
vihoviimeinen;the very last;egészen utolsó
ypöyksin;utterly alone;teljesen egyedül
