Finnish;English;Hungarian
uusi (laki, presidentti, päätös);new (law, president, decision);új (törvény, elnök, döntés)
hyvä (sää, idea, ratkaisu);good (weather, idea, solution);jó (idő, ötlet, megoldás)
suuri (alue, määrä, rakennus);large (region, amount, building);nagy (terület, mennyiség, épület)
oma (nimi, valinta, veli);own (name, choice, brother);saját (név, választás, testvér)
viime (viikolla, kuussa, hetkellä);last (week, month, moment);múlt (héten, hónapban, pillanatban)
koko (päivän, vuoden, paketin);whole (day, year, package);egész (nap, év, csomag)
pieni (palkka, poika, perhe);small (wages, boy, family);kicsi (fizetés, fiú, család)
ensi (viikolla, kuussa, tiistaina);next (week, month, Tuesday);következő (héten, hónapban, kedden)
vanha (tapa, ystävä, kuva);old (habit, friend, picture);régi (szokás, barát, kép)
tärkeä (päätös, muutos, ohje);important (decision, change, directive);fontos (döntés, változás, útmutatás)
eri (ihminen, versio, asia);different (person, version, thing);különböző (ember, verzió, dolog)
entinen (vaimo, mies, työpaikka);former, ex- (wife, husband, workplace);korábbi, volt (feleség, férj, munkahely)
suomalainen (myyjä, tuote, näyttelijä);Finnish (salesperson, product, actor);finn (eladó, termék, színész)
(15-)vuotias (lapsi, teini);(15)-year-old (child, teen);(15) éves (gyerek, tinédzser)
viimeinen (vaihe, päivä, toive);last, final (stage, day, hope);utolsó (szakasz, nap, remény)
nykyinen (vaimo, mies, presidentti);current (wife, husband, president);jelenlegi (feleség, férj, elnök)
pitkä (aika, mies, vuosi);long, tall (time, man, year);hosszú (idő, férfi, év)
sellainen (asia, valinta, henkilö);such a (thing, choice, person);olyan (dolog, választás, személy)
kansainvälinen (kampanja, yhteistyö);international (campaign, collaboration);nemzetközi (kampány, együttműködés)
kova (isku, tyyny, valinta);hard (blow, pillow, choice);erős, kemény (ütés, párna, választás)
vaikea (päätös, vaihe, tehtävä);difficult (decision, period, task);nehéz (döntés, időszak, feladat)
nuori (urheilija, näyttelijä, murhaaja);young (athlete, actor, murderer);fiatal (sportoló, színész, gyilkos)
mahdollinen (asiakas, vaikutus);possible, potential (customer, effect);lehetséges (ügyfél, hatás)
korkea (rakennus, palkka, oikeus);high (building, wages, court);magas (épület, fizetés, bíróság)
iso (joukko, auto, ongelma);big (group, car, problem);nagy (csoport, autó, probléma)
erilainen (tilanne, loppu, ihminen);different (situation, ending, person);más (helyzet, befejezés, ember)
yhteinen (raja, politiikka, toiminta);joint, common (border, politics, action);közös (határ, politika, tevékenység)
valmis (suunnitelma, ruoka, tehtävä);ready (plan, food, task);kész (terv, étel, feladat)
poliittinen (järjestelmä, johtaja, vanki);political (system, leader, prisoner);politikai (rendszer, vezető, fogoly)
tällainen (muutos, työ, henkilö);this kind of (change, work, person);ilyen (változás, munka, személy)
paha (maku, noita, virhe);evil, bad (taste, witch, mistake);rossz (íz, boszorkány, hiba)
oikea (valinta, jalka, puoli);right (choice, leg, side);helyes (választás, láb, oldal)
vahva (nainen, asema, mielipide);strong (woman, position, opinion);erős (nő, pozíció, vélemény)
selvä (viesti, muutos, vastaus);clear (message, change, answer);egyértelmű (üzenet, változás, válasz)
ainoa (lapsi, mahdollisuus, päivä);only (child, possibility, day);egyedüli (gyerek, lehetőség, nap)
helppo (kysymys, työ, saalis);easy (question, work, prey);könnyű (kérdés, munka, zsákmány)
laaja (alue, vaikutus, näkemys);wide, broad (area, effect, vision);széles (terület, hatás, látás)
huono (sää, seura, laatu);bad (weather, company, quality);rossz (idő, társaság, minőség)
yleinen (kysymys, ongelma);general, common (question, problem);általános (kérdés, probléma)
tuttu (ihminen, tunne, tilanne);known, familiar (person, feeling, situation);ismert, ismerős (ember, érzés, helyzet)
edellinen (jakso, päivä, ottelu);previous (episode, day, match);előző (rész, nap, mérkőzés)
välinen (tähtienvälinen, maidenvälinen);inter- (interstellar, international);közti (csillagközi, országok közti)
tavallinen (nainen, määrä, päivä);usual, plain (woman, amount, day);hétköznapi, szokásos (nő, mennyiség, nap)
merkittävä (muutos, askel, tekijä);significant (change, step, factor);jelentős (változás, lépés, tényező)
runsas (sade, määrä, ylimäärä);plentiful, considerable (rain, amount, excess);bőséges (eső, mennyiség, többlet)
perinteinen (juhla, asu, menetelmä);traditional (celebration, outfit, method);hagyományos (ünnep, öltözék, módszer)
taloudellinen (tuki, tilanne, tulos);financial, economic (support, situation, result);gazdasági (támogatás, helyzet, eredmény)
nopea (auto, silmäys, arviointi);fast (car, glance, assessment);gyors (autó, pillantás, értékelés)
tyytyväinen (asiakas, poliitikko, mies);pleased, happy (customer, politician, man);elégedett (ügyfél, politikus, férfi)
paikallinen (aika, puudutus, poliisi);local (time, anesthetic, police);helyi (idő, érzéstelenítés, rendőrség)
avoin (ovi, kirja, menettely);open, transparent (door, book, procedure);nyitott (ajtó, könyv, eljárás)
varsinainen (kysymys, ongelma);actual, real (question, problem);valódi, tényleges (kérdés, probléma)
julkinen (sektori, laitos, liikenne);public (sector, institution, traffic);nyilvános (szektor, intézmény, közlekedés)
tuore (hedelmä, kala, kysely);fresh, recent (fruit, fish, survey);friss (gyümölcs, hal, felmérés)
tiukka (takki, rajavalvonta, aikataulu);tight (coat, border control, time schedule);szoros (kabát, határőrizet, menetrend)
täysi (lasi, vastuu, vapaus);full (glass, responsibility, freedom);teljes (üveg, felelősség, szabadság)
keskeinen (asema, piirre, merkitys);key, important (position, trait, meaning);központi (pozíció, jellemző, jelentés)
kotimainen (juusto, tuote, velka);native, domestic (cheese, product, debt);hazai (sajt, termék, adósság)
kansallinen (orkesteri, liitto, kehys);national (orchestra, union, framework);nemzeti (zenekar, szövetség, keret)
todellinen (syy, arvo, kesto);real, actual (reason, value, duration);valódi (ok, érték, időtartam)
lyhyt (mekko, kuvaus, esittely);short (skirt, description, presentation);rövid (szoknya, leírás, bemutató)
pelkkä (uni, sattuma, lupaus);mere (dream, coincidence, promise);puszta (álom, véletlen, ígéret)
varma (puhuja, valinta, voitto);sure (speaker, choice, victory);biztos (előadó, választás, győzelem)
kallis (auto, hanke, hinta);expensive (car, project, price);drága (autó, projekt, ár)
vapaa (nainen, paikka, tahto);free, vacant (woman, place, will);szabad (nő, hely, akarat)
vajaa (luku, neljännes, 4 minuuttia);deficient, below (number, quarter, 4 minutes);hiányos (szám, negyed, 4 perc)
tarkka (ampuja, arvio, ohje);exact, precise (shooter, estimate, instruction);pontos (lövő, becslés, utasítás)
vakava (ongelma, onnettomuus);serious (problem, accident);súlyos (probléma, baleset)
kaunis (nainen, ele, sää);beautiful (woman, gesture, weather);gyönyörű (nő, gesztus, időjárás)
tekninen (analyysi, osa, apu);technical (analysis, part, assistance);technikai (elemzés, rész, segítség)
virallinen (asiakirja, käännös, tutkimus);official, legal (document, translation, survey);hivatalos (dokumentum, fordítás, felmérés)
reilu (kauppa, peli, sopimus);fair (trade, play, deal);tisztességes (kereskedelem, játék, megállapodás)
yksityinen (alue, tilaisuus, apu);private (area, reception, aid);magán (terület, rendezvény, segítség)
raskas (kaappi, taakka, työpäivä);heavy (cupboard, burden, workday);nehéz (szekrény, teher, munkanap)
vastaava (järjestely, määrä, tietokanta);equivalent (arrangement, amount, database);megfelelő, egyenértékű (rendezés, mennyiség, adatbázis)
tietty (henkilö, valinta, päivämäärä);a certain, particular (person, choice, date);bizonyos (személy, választás, dátum)
eurooppalainen (verkosto, säädös);European (network, act);európai (hálózat, jogszabály)
amerikkalainen (jalkapallo, järjestö);American (football, organization);amerikai (futball, szervezet)
heikko (ihminen, kohta, asema);weak (person, spot, status);gyenge (ember, pont, pozíció)
ulkomainen (turisti, rahoitus, alue);foreign (tourist, funding, area);külföldi (turista, finanszírozás, terület)
hieno (sokeri, tarina, muusikko);fine, wonderful (sugar, story, musician);kiváló, csodás (cukor, történet, zenész)
aikainen (lintu, vaihe, synttärilahja);early (bird, period, birthday present);korai (madár, szakasz, születésnapi ajándék)
voimakas (mies, mielipide, lasku);strong, sharp (man, opinion, fall);erős, heves (férfi, vélemény, esés)
venäläinen (lippu, sauna, ruletti);Russian (flag, sauna, roulette);orosz (zászló, szauna, rulett)
aiempi (päätös, viesti, suoritus);prior, previous (decision, message, performance);korábbi (döntés, üzenet, teljesítmény)
halpa (kauppa, takki, vehje);cheap (store, coat, device);olcsó (bolt, kabát, készülék)
turha (yritys, esine, imartelu);useless, futile (attempt, object, flattery);felesleges (kísérlet, tárgy, hízelgés)
myönteinen (vastaus, päätös, ajattelu);positive (answer, ruling, attitude);pozitív (válasz, döntés, hozzáállás)
kylmä (olut, ilma, sota);cold (beer, air, war);hideg (sör, levegő, háború)
selkeä (vastaus, selitys, taivas);clear (answer, explanation, sky);világos, egyértelmű (válasz, magyarázat, ég)
samanlainen (tilanne, koostumus, peli);similar (situation, consistency, game);hasonló (helyzet, összetétel, játék)
lopullinen (päätös, tuomio, hinta);final (decision, judgement, price);végső (döntés, ítélet, ár)
väärä (vastaus, tieto, käsitys);wrong (answer, information, understanding);helytelen, téves (válasz, információ, felfogás)
(abortin) vastainen (laki, liike);(law, movement) against (abortion);(abortusz) elleni (törvény, mozgalom)
millainen (ihminen, asunto, päivä);what kind of a (person, apartment, day);milyen fajta (ember, lakás, nap)
valtakunnallinen (saatavuus, kapasiteetti);nationwide, national (accessibility, capacity);országos (elérhetőség, kapacitás)
kiinnostunut (jalkapallosta, historiasta);interested (in soccer, in history);érdeklődő (futball iránt, történelem iránt)
kuollut (lintu, aviomies, linkki);dead (bird, husband, link);halt (madár, férj, hivatkozás)
normaali (ihminen, työpäivä, ruokavalio);normal (person, workday, diet);normális (személy, munkanap, étrend)
suora (tie, yhteys, vastaus);direct, straight (road, connection, answer);egyenes (út, kapcsolat, válasz)
tehokas (työntekijä, käyttö, suoja);effective, efficient (employee, usage, protection);hatékony (alkalmazott, használat, védelem)
mukava (sohva, mies, ilta);nice, pleasant (couch, man, evening);kényelmes (kanapé, férfi, este)
puhdas (keittiö, lasi, ilma);clean (kitchen, glass, air);tiszta (konyha, üveg, levegő)
mielenkiintoinen (sarja, kirja, keskustelu);interesting (series, book, conversation);érdekes (sorozat, könyv, beszélgetés)
ruotsalainen (lippu, ruoka, poliitikko);Swedish (flag, food, politician);svéd (zászló, étel, politikus)
henkilökohtainen (avustaja, edustaja);personal, private (assistant, representative);személyes (asszisztens, képviselő)
sisäinen (ääni, maailma, tarkastus);internal, interior (voice, world, audit);belső (hang, világ, ellenőrzés)
ylimääräinen (kokous, happi, energia);extra, excess (meeting, oxygen, energy);további, felesleges (értekezlet, oxigén, energia)
vähäinen (vaikutus, muutos, merkitys);low, slight, minor (effect, change, significance);csekély (hatás, változás, jelentőség)
saksalainen (olut, makkara, urheilija);German (beer, sausage, athlete);német (sör, kolbász, sportoló)
tamperelainen (mies, kirkko, yritys);(man, church, business) from Tampere;tamperei-i (férfi, templom, vállalkozás)
henkinen (kasvu, ikä, energia);mental (growth, age, energy);szellemi (növekedés, életkor, energia)
harvinainen (laji, sairaus, tilaisuus);rare (species, disease, opportunity);ritka (faj, betegség, alkalom)
yksittäinen (tapaus, pussi, työntekijä);singular, individual (case, bag, employee);egyedi (eset, zsák, munkavállaló)
mahdoton (ajatus, vaatimus, valinta);impossible (thought, demand, choice);lehetetlen (gondolat, követelmény, választás)
syvä (vesi, kriisi, luola);deep (water, crisis, cave);mély (víz, válság, barlang)
lämmin (käsi, päivä, keitto);warm (hand, day, soup);meleg (kéz, nap, leves)
(aikataulun, lain) mukainen (teko);(act) in accordance (with the schedule, the law);(cselekedet) az ütemtervnek, törvénynek megfelelően
sosiaalinen (nainen, asema, velvoite);social (woman, status, obligation);társadalmi (nő, státusz, kötelezettség)
turkulainen (muusikko, perinne);(a musician, tradition) from Turku;turkui-i (zenész, hagyomány)
tyhjä (purkki, pesä, hauta);empty (jar, nest, grave);üres (üveg, fészek, sír)
vaarallinen (työ, alue, aine);dangerous, hazardous (work, area, substance);veszélyes (munka, terület, anyag)
hankala (kysymys, tilanne, teini);tricky, troublesome (question, situation, teen);kényes, nehéz (kérdés, helyzet, tinédzser)
musta (sukka, iho, aukko);black (sock, skin, hole);fekete (zokni, bőr, lyuk)
alueellinen (hallinto, lentoasema, murre);regional (government, airport, dialect);regionális (kormányzat, repülőtér, nyelvjárás)
turvallinen (paikka, etäisyys, tuotanto);safe (place, distance, production);biztonságos (hely, távolság, termelés)
arvokas (taulu, lahja, neuvo);valuable (painting, present, advice);értékes (festmény, ajándék, tanács)
pohjoinen (kaupunki, alue, lintulaji);northern (city, area, bird species);északi (város, terület, madárfaj)
erityinen (päivä, maku, suoja);special (day, flavor, protection);különleges (nap, íz, védelem)
kevyt (laukku, lounas, kosketus);light (bag, lunch, touch);könnyű (táska, ebéd, érintés)
melkoinen (ilta, etu, määrä);quite the (night, advantage, amount);igazi, tekintélyes (este, előny, mennyiség)
ranskalainen (leipä, taiteilija, laulu);French (bread, artist, song);francia (kenyér, művész, dal)
valtava (määrä, kokoelma, rakennus);huge (amount, collection, building);óriási (mennyiség, gyűjtemény, épület)
itsenäinen (maa, lapsi, elämä);independent (country, child, life);független (ország, gyermek, élet)
vähä(ssä) (rasvassa, valossa, ajassa);(in) little (grease, light, time);kevés (zsírban, fényben, időben)
alkuperäinen (lähde, kieli, tutkimus);original (source, language, investigation);eredeti (forrás, nyelv, kutatás)
tasainen (pohja, pinta, ääni);even, flat (bottom, surface, sound);egyenletes, sima (alap, felület, hang)
hauska (vitsi, mies, päivä);fun, funny (joke, man, day);vicces, szórakoztató (vicc, férfi, nap)
(tutkimusta) johtava (professori);(the professor) leading (the research);(kutatást) vezető (professzor)
kuuma (tee, päivä, ilma);hot (tea, day, air);forró (tea, nap, levegő)
historiallinen (rakennus, askel, tausta);historic (building, step, background);történelmi (épület, lépés, háttér)
vieras (ihminen, kieli, maa);foreign, unknown (person, language, country);idegen (személy, nyelv, ország)
aktiivinen (oppilas, aine, ainesosa);active (pupil, agent, ingredient);aktív (tanuló, anyag, összetevő)
valkoinen (pilvi, mekko, valhe);white (cloud, dress, lie);fehér (felhő, ruha, hazugság)
yhteiskunnallinen (ongelma, tilanne);social, societal (problem, situation);társadalmi (probléma, helyzet)
ulkopuolinen (tarkkailija, tarkastelu);external (observer, scrutiny);külső (megfigyelő, vizsgálat)
(kirkon) kaltainen (rakennus);(a church-) like (building);(templom-) jellegű (épület)
iloinen (tyttö, poika, tapahtuma);cheerful (girl, boy, event);vidám (lány, fiú, esemény)
terve (potilas, lapsi, sydän);healthy (patient, child, heart);egészséges (beteg, gyermek, szív)
lukuisat (uhkaukset, palvelut, uhrit);numerous (threats, services, victims);számtalan (fenyegetés, szolgáltatás, áldozat)
komea (näyttelijä, mies, sankari);handsome (actor, man, hero);jóképű (színész, férfi, hős)
kyseinen (maksu, viesti, käsite);that particular (payment, message, term);említett, adott (fizetés, üzenet, fogalom)
täydellinen (päivä, vaimo, elämä);perfect (day, wife, life);tökéletes (nap, feleség, élet)
aito (nahka, taideteos, rakkaus);real (leather, work of art, love);valódi (bőr, műalkotás, szerelem)
raju (muutos, myrsky, tuuli);rough, radical (change, storm, wind);heves, viharos (változás, vihar, szél)
punainen (valo, huivi, poski);red (light, scarf, cheek);piros (fény, sál, arc)
erinomainen (opettaja, tulos, väline);excellent (teacher, result, instrument);kiváló (tanár, eredmény, eszköz)
välttämätön (hoito, askel, osa);necessary, essential (care, step, part);szükséges, elengedhetetlen (gondozás, lépés, rész)
positiivinen (ihminen, kehitys, tulos);positive (person, development, result);pozitív (személy, fejlődés, eredmény)
monipuolinen (ruokavalio, osaaminen);versatile, diverse (diet, expertise);sokoldalú (étrend, szakértelem)
jonkinlainen (virus, yhteys, hirviö);some sort of (virus, relation, monster);valamilyen (vírus, kapcsolat, szörny)
alhainen (palkka, taso, tarkkuus);low (wages, level, accuracy);alacsony (bér, szint, pontosság)
yksinkertainen (mies, tehtävä, työkalu);simple (man, task, tool);egyszerű (férfi, feladat, eszköz)
vilkas (lapsi, liikenne, yöelämä);lively, busy (child, traffic, nightlife);élénk (gyerek, forgalom, éjszakai élet)
edullinen (takki, kauppa, valinta);affordable, budget (coat, store, choice);megfizethető (kabát, bolt, választás)
(7 tunnin) mittainen (neuvottelu);(7-hour) long (negotiation);(7 órás) hosszú (tárgyalás)
rauhallinen (alue, liikenne, työtahti);quiet, peaceful (area, traffic, work pace);nyugodt, békés (terület, forgalom, munkatempó)
hiljainen (opiskelija, ilta, enemmistö);quiet, silent (student, evening, majority);csendes, halk (diák, este, többség)
vihreä (lehti, solmio, valinta);green (leaf, tie, choice);zöld (levél, nyakkendő, választás)
outo (tyyppi, tunne, hiljaisuus);strange, weird (guy, feeling, silence);furcsa (típus, érzés, csend)
upea (hetki, nainen, viikko);magnificent, amazing (moment, woman, week);nagyszerű, csodás (pillanat, nő, hét)
huomattava (rahasumma, edistys);considerable (sum of money, progress);figyelemre méltó (összeg, fejlődés)
järkevä (tyttö, ajatus, päätös);reasonable, sensible (girl, idea, decision);értelmes (lány, ötlet, döntés)
ilmainen (sisäänpääsy, näyte, hoito);free (admission, sample, treatment);ingyenes (belépés, minta, kezelés)
kristillinen (kirkko, teologia, käsitys);Christian (church, theology, concept);keresztény (templom, teológia, fogalom)
törkeä (rikos, vääryys, valhe);outrageous, gross (crime, injustice, lie);sértő, durva (bűncselekmény, igazságtalanság, hazugság)
vasen (käsi, korva, aivopuolisko);left (hand, ear, brain hemisphere);bal (kéz, fül, agyfélteke)
helsinkiläinen (poika, rakennus, murre);(a boy, building, dialect) from Helsinki;helsinki-i (fiú, épület, nyelvjárás)
erillinen (sauna, huone, huomautus);separate (sauna, room, remark);külön (szauna, szoba, megjegyzés)
sotilaallinen (neuvonantaja, miehitys);military (advisor, occupation);katonai (tanácsadó, megszállás)
(kulissien, vuorten) takainen (tilanne);(situation) behind (the scenes, the mountains);(helyzet) a kulisszák, hegyek mögött
(huomion, luottamuksen) arvoinen (mies);noteworthy, trustworthy (man);figyelemre méltó, megbízható (férfi)
ehdoton (enemmistö, vaatimus, kielto);absolute (majority, requirement, ban);feltétlen (többség, követelmény, tilalom)
matala (profiili, palkka, rakennus);low (profile, wages, building);alacsony (profil, bér, épület)
todennäköinen (syy, valinta, kulku);probable (cause, choice, course);valószínű (ok, választás, menet)
pohjoismainen (kieli, yhteistyö);Nordic (language, cooperation);északi (nyelv, együttműködés)
pitkäaikainen (masennus, laina);chronic, long-term (depression, loan);hosszú távú (depresszió, kölcsön)
tuntematon (sotilas, alue, alkuperä);unknown (soldier, region, origin);ismeretlen (katona, terület, eredet)
hidas (auto, työntekijä, kävely);slow (car, employee, walk);lassú (autó, munkavállaló, séta)
tyypillinen (suomalainen, esimerkki);typical (Finn, example);tipikus (finn, példa)
rikas (henkilö, valtio, mielikuvitus);rich (person, country, imagination);gazdag (személy, állam, képzelet)
hurja (soturi, tarina, päivä);ferocious, wild (warrior, story, day);vad, félelmetes (harcos, történet, nap)
mahtava (nainen, puhe, näky);spectacular, incredible (woman, speech, sight);nagyszerű, csodálatos (nő, beszéd, látvány)
monenlainen (ravinto, tieto, opetus);diverse (diet, information, tuition);sokféle (étrend, információ, oktatás)
olennainen (lisä, ero, seikka);essential (addition, difference, point);lényeges (kiegészítés, különbség, pont)
(sodan, kuoleman) jälkeinen (elämä);postwar, posthumous (life);háború utáni, posztumusz (élet)
kunnallinen (vero, tuki, tuomioistuin);municipal (tax, support, court);önkormányzati (adó, támogatás, bíróság)
keskinäinen (luottamus, apu, kiintymys);mutual (trust, aid, affection);kölcsönös (bizalom, segítség, ragaszkodás)
onnellinen (lapsi, loppu, sattuma);happy (child, ending, coincidence);boldog (gyerek, befejezés, véletlen)
kuiva (pyyhe, maaperä, iho);dry (towel, soil, skin);száraz (törölköző, talaj, bőr)
vaativa (opettaja, asiakas, työ);demanding (teacher, customer, job);igényes (tanár, ügyfél, munka)
kuuluisa (laulaja, maalaus, poliitikko);renowned, famous (singer, painting, politician);híres (énekes, festmény, politikus)
keskimääräinen (elinikä, inflaatio);average (lifespan, inflation);átlagos (élettartam, infláció)
tiivis (rakenne, yhteistyö, yhteys);close, dense (consistency, cooperation, link);sűrű (szerkezet, együttműködés, kapcsolat)
pimeä (huone, aine, puoli);dark (room, matter, side);sötét (szoba, anyag, oldal)
köyhä (henkilö, perhe, maa);poor (person, family, country);szegény (személy, család, ország)
