Finnish;English;Hungarian
Olen varma, että...;I'm sure that...;Biztos vagyok benne, hogy...
Olen melko varma, että...;I'm pretty sure that...;Eléggé biztos vagyok benne, hogy...
Olen täysin varma siitä, että...;I'm absolutely sure that...;Teljesen biztos vagyok benne, hogy...
On varma, että...;It's certain that...;Biztos, hogy...
Yksi asia on ehdottoman varma: ...;One thing is absolutely certain: ...;Egy dolog teljesen biztos: ...
On selvää, että...;It is clear that...;Nyilvánvaló, hogy...
Minusta on selvää, että...;I think it is clear that...;Szerintem világos, hogy...
On itsestään selvää, että...;It goes without saying ...;Magától értetődő, hogy...
Väitän, että...;I claim that...;Azt állítom, hogy...
Sanomattakin on selvää, että...;It goes without saying that...;Mondanom sem kell, hogy...
Erityisen tärkeää on se, että...;It is particularly important that...;Különösen fontos, hogy...
Olen vakuuttunut siitä, että...;I'm convinced that...;Meg vagyok győződve arról, hogy...
Suurin syy tähän on varmasti se, että...;The biggest reason for this is surely that...;A legfőbb oka ennek biztosan az, ...
Suurin syy tähän on takuulla se, että...;The biggest reason for this is most certainly that...;A legfőbb oka ennek legbiztosabban az, hogy...
Suurin syy tähän on ehdottomasti se, että...;The biggest reason for this is definitely that...;A legfőbb oka ennek határozottan az, hogy...
Suurin syy tähän on kiistatta se, että...;The biggest reason for this is indisputably that...;A legfőbb oka ennek vitathatatlanul az, hogy...
Suurin syy tähän on epäilyksettä se, että...;The biggest reason for this is undoubtedly that...;A legfőbb oka ennek kétségtelenül az, hogy...
On mahdollista, että...;It is possible that...;Lehetséges, hogy...
Voi olla, että...;It might be that...;Előfordulhat, hogy...
Saattaa olla, että...;It's possible that...;Lehet, hogy...
Ehkä meidän pitäisi...;Maybe we should...;Talán nekünk kellene...
En ole varma, mutta...;I'm not certain but...;Nem vagyok biztos, de...
En ole täysin varma, mutta...;I'm not completely certain but...;Nem vagyok teljesen biztos, de...
En usko, että...;I don't believe that...;Nem hiszem, hogy...
Uskon, että...;I believe that...;Hiszem, hogy...
Minusta tuntuu, että...;I feel that...;Úgy érzem, hogy...
Luulen, että...;I think that...;Azt hiszem, hogy...
Luulisin, että...;I would think that...;Úgy gondolnám, hogy...
Olisin luullut, että...;I would have thought that...;Azt gondoltam volna, hogy...
On luultavaa, että...;It's likely that...;Valószínű, hogy...
Uskoisin, että...;I would believe that...;Azt hinném, hogy...
Toivon, että...;I hope that...;Remélem, hogy...
Voidaan kai sanoa, että...;I guess one could say that...;Azt hiszem, mondhatjuk, hogy...
Voidaan olettaa, että...;We can assume that...;Feltételezhetjük, hogy...
Oletan, että...;I assume that...;Feltételezem, hogy...
Otaksun, että...;I take it that...;Úgy vélem, hogy...
Vaikuttaa siltä, että...;It seems like...;Úgy tűnik, hogy...
Näyttää siltä, että...;It looks like...;Úgy látszik, hogy...
Epäilen, että...;I suspect that...;Gyanítom, hogy...
Tuntuu todennäköiseltä, että...;It seems likely that...;Valószínűnek tűnik, hogy...
Lienee selvää, että...;It's probably clear that...;Valószínűleg világos, hogy...
Lienee mahdollista, että...;It's probably possible that...;Valószínűleg lehetséges, hogy...
Suurin syy tähän on ehkä se, että...;The biggest reason for this is maybe that...;A legfőbb oka ennek talán az, hogy...
Suurin syy tähän on mahdollisesti se, että...;The biggest reason for this is possibly that...;A legfőbb oka ennek esetleg az, hogy...
