Finnish;English;Hungarian
otsikko;title;cím
klikkiotsikko;clickbait title;figyelemfelkeltő cím
klikkiansa;clickbait;csapda (kattintós)
linkki;link;hivatkozás
esikatselukuva;thumbnail;bélyegkép
artikkeli;article;cikk
uutinen;news;hír
journalismi;journalism;újságírás
uutispalvelu;syndicate;hírügynökség
markkinointi;marketing;marketing
mainos;advertisement;reklám
mainonta;advertising;hirdetés
verkkomainonta;online advertising;online hirdetés
verkkoliikenne;web traffic;webforgalom
viraaliuutinen;viral news;vírushír
mainostulot;advertising revenue;reklámbevétel
huijaus;hoax;átverés
verkkohuijaus;online hoax;internetes csalás
huijausviesti;scam message;csaló üzenet
haittaohjelma;malicious software;kártékony program
tietojenkalastelu;phishing;adathalászat
luottokorttitiedot;credit card details;bankkártyaadatok
valeuutinen;fake news;álhír
hakkeri;hacker;hekkelő
huijari;crook, charlatan;szélhámos
lukija;reader;olvasó
lukijamäärä;readership;olvasóközönség
sosiaalinen media;social media;közösségi média
herättää uteliaisuutta;to arouse curiosity;kíváncsivá tenni
herättää mielenkiinto;to arouse interest;felkelti az érdeklődést
kalastella vierailijoita;to phish for visitors;látogatókat csalni
vedota tunteisiin;to appeal to the emotional;érzelmekre hatni
klikata;to click;kattintani
napsauttaa linkki;to click a link;linkre kattintani
mennä lankaan;to fall for something;beugrani (trükknek)
tyydyttää uteliaisuus;to satisfy curiosity;kielégíti a kíváncsiságot
tuottaa tuloja;to generate revenue;bevételt termel
välittää haittaohjelma;to transmit malware;kártevőt terjeszt
varastaa henkilötietoja;to steal personal information;személyes adatokat lopni
asentaa haittaohjelma;to install malware;kártevőt telepíteni
laadukas sisältö;quality content;minőségi tartalom
harhaanjohtava;misleading;félrevezető
houkutteleva;tempting;csábító
petollinen;deceptive;megtévesztő
kiinnostava;interesting;érdekes
mahdoton vastustaa;impossible to resist;ellenállhatatlan
huomionhakuinen;attention-seeking;feltűnési vágyó
yllättävä;surprising;meglepő
tunteita herättävä;emotional;érzelmes
hätkähdyttävä;startling;megdöbbentő
sensatiivinen;sensational;szenzációhajhász
viraali;viral;vírusszerű
väärennetty;fake, phoney;hamisított
sepitetty;fabricated;koholt
skeptinen;sceptical;szkeptikus
epäuskottava;unconvincing;nem meggyőző
uskottava;believable;hihető
epäluotettava;untrustworthy;megbízhatatlan
luotettava;trustworthy;megbízható
utelias;curious;kíváncsi
viaton;innocent;ártatlan
naiivi;naive;naiv
Et tule uskomaan, mitä tapahtui seuraavaksi!;You won't believe what happened next!;Nem fogod elhinni, mi történt ezután!
Video ei herkille!;Video not for sensitive viewers!;Videó gyengébb idegzetűeknek nem ajánlott!
Miksi? Vastaus puhaltaa mielesi!;Why? The answer will blow your mind!;Miért? A válasz felrobbantja az elmédet!
Nämä julkkisnaiset eivät tahdo lapsia - tiedätkö miksi?;These female celebrities don't want kids - do you know why?;Ezek a híres nők nem akarnak gyereket - tudod, miért?
Karmiva kuva todistaa, miksei shortseissa kannata mopoilla!;Terrible picture proves why you shouldn't drive a moped in shorts!;Hátborzongató kép bizonyítja, miért ne motorozz rövidnadrágban!
Et usko kuinka tämä yritys muutti peliä!;You won't believe how this business changed the game!;El sem hinnéd, hogyan változtatta meg ez a cég a játékot!
7 merkkiä että et ole yhtä eettinen kuin luulet.;7 signs that you're not as ethical as you think.;7 jel, hogy nem vagy annyira etikus, mint hiszed.
Bikinimalli treenasi ulkona - upea näky!;Bikini model trained outside - great sight!;Bikinimodell edzett a szabadban - lenyűgöző látvány!
Uskoisitko tätä naista lähes viisikymppiseksi? Katso kuvat!;Would you believe that this woman is almost 50? See the pictures!;Elhinnéd, hogy ez a nő majdnem 50 éves? Nézd meg a képeket!
Liian suosittu! Nämä nähtävyydet piti sulkea yleisöstä!;Too popular! These attractions had to be closed from the public!;Túl népszerű! Ezeket a látnivalókat le kellett zárni a látogatók elől!
Tarkista ainakin nämä 5 seikkaa ennen konepesua!;Check at least these 5 things before machine washing!;Ellenőrizd legalább ezt az 5 dolgot, mielőtt gépben mosnál!
Vastaa 12 kysymykseen ja ota selvää, kuinka nuorekas olet!;Answer 12 questions and find out how young you are!;Válaszolj 12 kérdésre és tudd meg, mennyire vagy fiatalos!
