Finnish;English;Hungarian
Mitä sinä harrastat?; What do you enjoy as a hobby?; Mit űzöl hobbiként?
Harrastan hiihtoa.; I enjoy skiing.; Síelést kedvelek.
Harrastan balettia.; I enjoy ballet.; Balettozást szeretek.
Harrastan luistelua.; I enjoy skating.; Korcsolyázást élvezek.
Harrastan tennistä.; I enjoy tennis.; Teniszezést kedvelek.
Harrastan hiihtämistä.; I enjoy skiing as a hobby.; Síelést gyakorlok hobbiként.
Harrastan tanssia.; I enjoy dancing (as a hobby).; Táncolást kedvelek.
Harrastan tanssimista.; I enjoy dancing as a hobby.; Táncolást űzök hobbiként.
Harrastan kalastusta.; I enjoy fishing (as a hobby).; Horgászatot szeretek.
Harrastan kalastamista.; I enjoy fishing as a hobby.; Horgászni hobbiként járok.
Harrastan uintia.; I enjoy swimming (as a hobby).; Úszást élvezek.
Harrastan uimista.; I enjoy swimming as a hobby.; Úszni szeretek hobbiként.
Katson televisiota.; I watch television.; Televíziót nézek.
Harrastan television katsomista.; I enjoy watching television as a hobby.; Hobbinak tévénézést űzök.
Pelaan tennistä.; I play tennis.; Teniszezem.
Harrastan tenniksen pelaamista.; I enjoy playing tennis as a hobby.; Hobbiként teniszezést gyakorlok.
Laitan ruokaa.; I cook food.; Főzök ételt.
Harrastan ruoan laittamista.; I enjoy making food as a hobby.; Hobbinak főzést szeretek.
Otan aurinkoa.; I sunbathe.; Napozom.
Harrastan auringon ottamista.; I enjoy sunbathing as a hobby.; Hobbim a napozás.
Kävelen metsässä.; I walk in the forest.; Erdőben sétálok.
Harrastan metsässä kävelemistä.; I enjoy walking in the forest.; Hobbim az erdei séta.
Löhöän sohvalla.; I lounge on the couch.; A kanapén heverészek.
Harrastan sohvalla löhöämistä.; I enjoy being lazy on the couch.; Hobbinak kanapén lustálkodom.
Uin uima-altaassa.; I swim in the swimming pool.; Uszodában úszom.
Harrastan uima-altaassa uimista.; I enjoy swimming in the swimming pool.; Hobbim az uszodai úszás.
Harrastan musiikkia.; I enjoy music.; Zenélést kedvelek.
Harrastan laulamista.; I enjoy singing.; Éneklést szeretek.
Harrastan kitaran soittoa.; I enjoy playing the guitar.; Gitározást kedvelek.
Harrastan pianon soittoa.; I enjoy playing the piano.; Zongorázni szeretek.
Harrastan piirtämistä.; I enjoy drawing.; Rajzolást kedvelek.
Harrastan maalaamista.; I enjoy painting.; Festést szeretek.
Harrastan valokuvausta.; I enjoy photography.; Fotózást kedvelek.
Harrastan lukemista.; I enjoy reading.; Olvasást élvezek.
Harrastan kirjoittamista.; I enjoy writing.; Írást kedvelek.
Harrastan runojen kirjoittamista.; I enjoy writing poems.; Versírást szeretek.
Harrastan pelaamista.; I enjoy gaming.; Játékot kedvelek.
Harrastan shakin pelaamista.; I enjoy playing chess.; Sakkozást szeretek.
Harrastan joogaa.; I enjoy yoga.; Jógázni szeretek.
Harrastan kuntosalilla käymistä.; I enjoy going to the gym.; Konditerembe járást kedvelek.
Harrastan pyöräilyä.; I enjoy cycling.; Biciklizést élvezek.
Harrastan juoksemista.; I enjoy running.; Futást szeretek.
Harrastan matkustamista.; I enjoy traveling.; Utazást kedvelek.
Harrastan retkeilyä.; I enjoy hiking.; Kirándulást szeretek.
Harrastan keräilyä.; I enjoy collecting.; Gyűjtögetést kedvelek.
Harrastan postimerkkien keräilyä.; I enjoy stamp collecting.; Bélyeggyűjtést szeretek.
