Finnish;English;hungarian
Ruokaöljyt;Cooking oils;Étkezési olajok
öljy;oil;olaj
ruokaöljy;cooking oil;fözőolaj
auringonkukkaöljy;sunflower oil;napraforgóolaj
avokadoöljy;avocado oil;avokádó olaj
ekstra-neitsytoliiviöljy;extra virgin olive oil;extra szűz olívaolaj
hasselpähkinäöljy;hazelnut oil;mogyoró olaj
kasviöljy;vegetable oil;növényi olaj
kookosöljy;coconut oil;kókuszolaj
kylmäpuristettu öljy;cold-pressed oil;hidegen sajtolt olaj
maissiöljy;corn oil;kukoricaolaj
maapähkinäöljy;groundnut oil;földimogyoró olaj
manteliöljy;almond oil;mandulaolaj
maustettu öljy;flavoured oil;ízesített olaj
oliiviöljy;olive oil (extra virgin etc);olivaolaj
pellavansiemenöljy;flaxseed oil;lenmagolaj
puhdistamaton kookosöljy;unrefined coconut oil;finomítatlan kókuszolaj
puhdistettu maapähkinäöljy;refined peanut oil;finomított mogyoróolaj
rypsiöljy, rypälesiemenöljy;rapeseed oil;repceolaj, szőlőmagolaj
saksanpähkinäöljy;walnut oil;dióolaj
seesaminsiemenöljy;sesami seed oil;szezámmag olaj
Maustekastikkeet;Condiments;Ízesítő szószok
makea;sweet;édes
mieto;mild;enyhe
keskivavha;medium-strength;közepes erősségű
vahva;strong;erős
tulinen;hot;tüzes
aioli;aioli;volt
balsamiviinietikka;balsamic vinegar;balzsamecet
dippauskastike, dippi, dippikastike;dip, dipping sauce;mártogatószósz, mártogatós, mártogatószósz
etikka;vinegar;ecet
gochujang;gochujang;gochujang
grillauskastike, grillikastike;barbecue sauce;barbecue szósz, barbecue szósz
guacamole;guacamole;guacamole
hapanimeläkastike;sweet-and-sour sauce;édes-savanyú szósz
harissa;harissa;Harisban
HP-kastike;HP Sauce;HP szósz
hummus;hummus;humusz
kalakastike;fish sauce;hal szósz
ketsuppi;ketchup;ketchup
majoneesi;mayonnaise;majonéz
mallasetikka;malt vinegar;maláta ecet
omenaviinietikka;cider vinegar;almaecet
remoulade-kastike;remoulade;remoulade szósz
Sambal-lastole;Sambal;Sambal lastole
salaattikastike, salaatinkastike;salad dressing;salátaöntet, salátaöntet
salsa;salsa;salsa
sinappi;mustard;mustár
soijakastike;soy sauce;szója szósz
sriracha-kastike;sriracha sauce;sriracha szósz
tabasvo;tabasco;tabasvo
tahini;tahini;Tahini
tartarkastike, tartarinkastike;tartar sauce;tartármártás, tartármártás
