Finnish;English;hungarian
hedelmät;fruit;gyümölcs
ananas;pineapple;ananász
appelsiini;orange;narancs
aprikoosi;apricot;sárgabarack
avokado;avocado;avokádó
banaani;banana;banán
verkkomeloni;cantaloupe;web dinnye
granaattiomena;pomegranate;gránátalma
greippi;grapefruit;grapefruit
hunajameloni;honeydew;sárgadinnye
kiivi;kiwi;kiwi
klementiini;clementine;klementin
kookospähkinä;coconut;kókuszdió
kumkvatti;kumquat;kumquat
limetti;lime;mész
litsi;litchi;licsi
luumu;plum;szilva
mandariini;tangerine;mandarin
mango;mango;mangó
meloni;melon;dinnye
nektariini;nectarine;nektarin
omena;apple;alma
papaija;papaya;papaya
persikka;peach;őszibarack
päärynä;pear;körte
satsuma;satsuma;satsuma
sitruuna;lemon;citrom
taateli;date;dátum
vesimeloni;watermelon;görögdinnye
viikuna;fig;ÁBRA
viinirypäle;grape;szőlő
vaaleat (vihreät) viinirypäleet;white (green) grapes;világos (zöld) szőlő
tummat viinirypäle;dark grapes;sötét szőlő
eksoottinen;exotic;egzotikus
halkaista omena;to split an apple;szeletelj fel egy almát
haukata omenaa;to bite into an apple;harap egy almába
hapan;sour;savanyú
hedelmäliha;fruit flesh, pulp;pép
hedelmämehu;fruit juice;gyümölcslé
hedelmäpirtelö;fruit smoothie;gyümölcsturmix
hedelmäpuristin;fruit press, squeezer;gyümölcsprés
hedelmäsalaatti;fruit salad;gyümölcssaláta
hedelmäveitsi;fruit knife;gyümölcskés
hillo;jam;dzsem
kirpeä;tart;kesernyés
kivetön kirsikka;pitted cherry;kő nélküli cseresznye
kuori;peel, shell;héj
kuoria omena;to peel an apple;hogy meghámozzuk az almát
kuivattu;dried;szárított
kypsä;ripe;érett
lohko;section, slice;Blokk
makea;sweet;édes
marmeladi;marmelade;lekvár 
mehukas;juicy;lédús
mädätä;to rot, decay;hanyatlás
mätä;rotten;rothadt
omenapuu;apple tree;almafa
omenasose;applesauce;almaszósz
persikan kivi;peach stone;barackmag
raaka;raw;nyers
siemen;seed;mag
siemenetön;seedless;magtalan
siemenkota;core (of apple);magház
sitrushedelmä;citrus fruit;citrusfélék
terttu;bunch;csokor
terveellinen;healthy;egészséges
tuore;fresh;friss
viipale;slice;szelet
Syön paljon hedelmiä.;I eat a lot of fruit.;sok gyümölcsöt eszek.
Syön usein melonia.;I often eat melon.;Gyakran eszem dinnyét.
Pidän viinirypäleistä.;I like grapes.;Szeretem a szőlőt.
Tykkään vesimelonista.;I like watermelon.;Szeretem a görögdinnyét.
En tykkää mangosta.;I don't like mango.;Nem szeretem a mangót.
Ostan viisi omenaa.;I buy five apples.;Veszek öt almát.
Ostin kolme päärynää.;I bought three pears.;Vettem három körtét.
Avokadot ovat kalliita.;Avocados are expensive.;Az avokádó drága.
Banaanit ovat tarjouksessa.;The bananas are on sale.;A banán akciós.
Haluatko omenan?;Do you want an apple?;Kérsz egy almát?
Banaani on keltainen.;A banana is yellow.;A banán sárga.
Minä kuorin omenan.;I will peel the apple.;Az almát meghámoztam.
