Finnish;English;Hungarian
Minulla on yksi lapsi.;I have one child.;Van egy gyerekem.
Sinulla on oma huone.;You have your own room.;Van saját szobád.
Hänellä on vanha talo.;He has an old house.;Van egy régi háza.
Meillä on vanha puhelin.;We have an old phone.;Van egy régi telefonunk.
Teillä on kaksi lasta.;You (plural) have two children.;Van két gyereketek.
Heillä on kissa.;They have a cat.;Van egy macskájuk.
Miialla on punainen kynä.;Miia has a red pen.;Miának van egy piros tollja.
Mikolla on silmälasit.;Mikko has glasses.;Mikónak van szemüvege.
Minulla ei ole poikaystävää.;I don't have a boyfriend.;Nincs barátom.
Sinulla ei ole omaa huonetta.;You don't have your own room.;Nincs saját szobád.
Hänellä ei ole parveketta.;He doesn't have a balcony.;Nincs erkélye.
Meillä ei ole perhettä.;We don't have a family.;Nincs családunk.
Teillä ei ole autoa.;You (plural) don't have a car.;Nincs autótok.
Heillä ei ole kissaa.;They don't have a cat.;Nincs macskájuk.
Miialla ei ole punaista kynää.;Miia doesn't have a red pen.;Miának nincs piros tollja.
Mikolla ei ole maitoa.;Mikko doesn't have milk.;Mikónak nincs teje.
Minulla on kaksi lasta.;I have two children.;Van két gyerekem.
Minulla on lapsia.;I have children.;Vannak gyerekeim.
Onko sinulla vaimo?;Do you have a wife?;Van feleséged?
Minulla on vaimo.;I have a wife.;Van feleségem.
Minulla on kaunis vaimo.;I have a beautiful wife.;Van egy szép feleségem.
Minulla ei ole vaimoa.;I don't have a wife.;Nincs feleségem.
Minulla oli vaimo.;I had a wife.;Volt feleségem.
Minulla on puhelin.;I have a phone.;Van egy telefonom.
Minulla on uusi puhelin.;I have a new phone.;Van egy új telefonom.
Minulla ei ole puhelinta.;I don't have a phone.;Nincs telefonom.
Minulla ei ole uutta puhelinta.;I don't have a new phone.;Nincs új telefonom.
Minulla ei ollut puhelinta.;I didn't have a phone.;Nem volt telefonom.
Minulla on omena.;I have an apple.;Van egy almám.
Minulla ei ole omenaa.;I don't have an apple.;Nincs almám.
Minulla on omenoita.;I have apples.;Vannak almáim.
Minulla ei ole omenoita.;I don't have apples.;Nincsenek almáim.
Minulla ei ollut omenaa.;I didn't have an apple.;Nem volt almám.
Minulla on kiire.;I'm in a hurry.;Sietősen sietem.
Minulla ei ole kiire.;I'm not in a hurry.;Nincs sietősebb dolgom.
Sinulla on nälkä.;You're hungry.;Éhes vagy.
Sinulla ei ole nälkä.;You're not hungry.;Nem vagy éhes.
Hänellä on jano.;She's thirsty.;Szomjas.
Hänellä ei ole jano.;She's not thirsty.;Nem szomjas.
Meillä on kuuma.;We're hot.;Me melegünk van.
Meillä ei ole kuuma.;We're not hot.;Nem vagyunk melegek.
Heillä on kylmä.;They're cold.;Fáznak.
Heillä ei ole kylmä.;They're not cold.;Nem fáznak.
Onneksi minulla on sinut.;Luckily I have you.;Szerencsére van téged nekem.
Hänellä on minut.;He has me.;Ő birtokol engem.
Jos minulla ei olisi sinua...;If I didn't have you...;Ha nem lenne téged nekem...
Voi meitä, kun meillä ei ole teitä.;Poor us, we don't have you (plural).;Szegények vagyunk, hogy nincs meg ti nektek.
Asunnossa on ikkuna.;In the apartment there is a window.;A lakásban van egy ablak.
Kirjassa on yli 300 sivua.;In the book there are over 300 pages.;A könyvben több mint 300 oldal van.
Autossa on neljä rengasta.;In the car there are four wheels.;Az autóban négy kerék van.
Pöydässä on neljä jalkaa.;In the table there are four legs.;Az asztalnak négy lába van.
