Finnish;English;Hungarian
Minulla on yksi lapsi.;I have one child.;Van egy gyerekem.
Sinulla on oma huone.;You have your own room.;Saját szobád van.
Hänellä on vanha talo.;He has an old house.;Régi háza van.
Meillä on vanha puhelin.;We have an old phone.;Régi telefonunk van.
Teillä on kaksi lasta.;You (plural) have two children.;Két gyerekük van.
Heillä on kissa.;They have a cat.;Van egy macskájuk.
Miialla on punainen kynä.;Miia has a red pen.;Miának piros toll van.
Mikolla on silmälasit.;Mikko has glasses.;Mikónak szemüvege van.
Minulla ei ole poikaystävää.;I don't have a boyfriend.;Nincs barátom.
Sinulla ei ole omaa huonetta.;You don't have your own room.;Nincs saját szobád.
Hänellä ei ole parveketta.;He doesn't have a balcony.;Nincs erkélye.
Meillä ei ole perhettä.;We don't have a family.;Nincs családunk.
Teillä ei ole autoa.;You (plural) don't have a car.;Nincs autótok.
Heillä ei ole kissaa.;They don't have a cat.;Nincs macskájuk.
Miialla ei ole punaista kynää.;Miia doesn't have a red pen.;Miának nincs piros toll.
Mikolla ei ole maitoa.;Mikko doesn't have milk.;Mikónak nincs tej.
Minulla on lapsia.;I have children.;Vannak gyerekeim.
Onko sinulla vaimo?;Do you have a wife?;Van feleséged?
Minulla on kaunis vaimo.;I have a beautiful wife.;Gyönyörű feleségem van.
Minulla ei ollut puhelinta.;I didn't have a phone.;Nem volt telefonom.
Minulla on omenoita.;I have apples.;Vannak almáim.
Minulla ei ole omenoita.;I don't have apples.;Nincsenek almáim.
Minulla on kiire.;I'm in a hurry.;Sietősen sietek. (literal Hungarian: Sietnem kell.)
Minulla ei ole kiire.;I'm not in a hurry.;Nincs sietségem.
Sinulla on nälkä.;You're hungry.;Éhes vagy.
Sinulla ei ole nälkä.;You're not hungry.;Nem vagy éhes.
Hänellä on jano.;She's thirsty.;Szomjas.
Hänellä ei ole jano.;She's not thirsty.;Nem szomjas.
Meillä on kuuma.;We're hot.;Me melegünk van.
Meillä ei ole kuuma.;We're not hot.;Nem vagyunk melegek.
Heillä on kylmä.;They're cold.;Fázik.
Heillä ei ole kylmä.;They're not cold.;Nem fáznak.
Onneksi minulla on sinut.;Luckily I have you.;Szerencsére van téged nekem.
Hänellä on minut.;He has me.;Ő engem birtokol.
Jos minulla ei olisi sinua...;If I didn't have you...;Ha nem lenne téged nekem...
Voi meitä, kun meillä ei ole teitä.;Poor us, we don't have you (plural).;Szánjunk minket, amikor nincs ti bennünk.
Asunnossa on ikkuna.;In the apartment there is a window.;A lakásban van egy ablak.
Kirjassa on yli 300 sivua.;In the book there are over 300 pages.;A könyvben több mint 300 oldal van.
Autossa on neljä rengasta.;In the car there are four wheels.;Az autóban négy kerék van.
Pöydässä on neljä jalkaa.;In the table there are four legs.;Az asztalnak négy lába van.
