Finnish;English;hungarian
Me juomme kahvia.;We are drinking coffee.;Kávét iszunk.
Antti syö juustoa.;Antti is eating cheese.;Antti sajtot eszik.
Haluan vain rakkautta.;I only want love.;Csak szerelmet akarok.
Ostan maitoa.;I buy milk.;Tejet veszek.
Tarvitsen rahaa.;I need money.;Pénzre van szükségem.
Me juomme kupin kahvia.;We are drinking a cup of coffee.;Iszunk egy csésze kávét.
Antti syö pihvin.;Antti is eating a steak.;Antti steaket eszik.
Haluan vain vaimon.;I only want a wife.;Csak feleséget szeretnék.
Ostan maitotölkin.;I buy a carton of milk.;Veszek egy doboz tejet.
Tarvitsen ystävän.;I need a friend.;Szükségem van egy barátra.
Luin kirjaa.;I was reading (some of) a/the book.;Olvastam egy könyvet (csak egy részét).
Luin kirjan.;I read the (whole) book.;Olvastam egy könyvet (teljesen).
Katsoimme elokuvaa.;We watched (part of) a/the movie.;Megnéztünk egy filmet (csak egy részét).
Katsoimme elokuvan.;We watched the movie (until the end);Megnéztünk egy filmet (teljesen).
Ammuin karhua.;I shot (at) a/the bear.;lelőttem egy medvét.
Ammuin karhun.;I shot a/the bear (dead).;lelőttem egy medvét (és meghalt).
Luen kirjaa.;I'm reading a/the book (currently happening);Könyvet olvasok.
Luen kirjan.;I will read the book (finishing the whole book);Könyvet fogok olvasni.
Katsomme elokuvaa.;We're watching a movie (currently happening);filmet nézünk (most).
Katsomme elokuvan.;We will watch the movie (watching the whole movie);filmet nézünk (az egészet).
Rakennan taloa.;I'm building a house (currently happening);házat építek (most).
Rakennan talon.;I am building / will build a house (completely);házat építek (teljesen).
Sinä kutsut minut juhliisi.;You invite me to your party.;Meghívsz a bulidra.
Minä kutsun sinut juhliini.;I invite you to my party.;Meghívlak a bulimra.
Me valitsemme hänet.;We will choose him.;Őt választjuk.
Pomo lomauttaa meidät.;The boss is laying us off.;A főnök elbocsát minket.
Teidät on valittu meille töihin!;You've been chosen to work for us!;Téged választottak ki nálunk dolgozni!
Hän näki heidät eläintarhassa.;He saw them at the zoo.;Látta őket az állatkertben.
Kenet valittiin puheenjohtajaksi?;Who was elected president?;Kit választottak elnöknek?
En syö omenaa tänään.;I won't eat an apple today.;Ma nem eszek egy almát.
Syön omenan.;I'm eating an apple.;Eszek egy almát.
Saara ei avannut ikkunaa.;Saara didn't open the window.;Saara nem nyitotta ki az ablakot.
Sami avasi ikkunan.;Sami opened the window.;Sami kinyitotta az ablakot.
Minä rakastan tätä taloa.;I love this house.;Imádom ezt a házat.
Minä ostan tämän talon.;I buy this house.;Megveszem ezt a házat.
Liisa vihaa tietokonetta.;Liisa hates the computer.;Liisa utálja a számítógépet.
Liisa käynnistää tietokoneen.;Liisa turns the computer on.;Liisa elindítja a számítógépet.
Me juomme viiniä.;We are drinking wine.;Bort iszunk.
Nainen syö juustoa.;The woman eats cheese.;Egy nő sajtot eszik.
Tarvitset rakkautta.;You need love.;Szeretetre van szüksége.
Tarvitset sydämen.;You need a heart.;Szív kell.
Tarvitsen unta.;I need sleep.;Alvásra van szükségem.
Tarvitsen sängyn.;I need a bed.;szükségem van egy ágyra.
Minä ostin auton.;I bought a car.;megvettem az autót.
Me avaamme oven.;We open the door.;Kinyitjuk az ajtót.
Sinä muistat ystävän.;You remember a friend.;Emlékszel egy barátodra.
Sinä muistat hänet.;You remember him.;Emlékszel rá.
Osta auto!;Buy a car!;Autót venni!
Avatkaa ovi!;Open the door!;Nyissa ki az ajtót!
Muista ystävä!;Remember a friend!;Emlékezz barátra!
Muista hänet!;Remember him!;Emlékezz rá!
Sinä myyt tietokoneen.;You sell the computer.;Ön elad egy számítógépet.
Antti ottaa lasin.;Antti takes the glass.;Antti elveszi a poharat.
Sinä unohdat miehen.;You forget the man.;Elfelejti a férfit.
Sinä unohdat hänet.;You forget him.;Elfelejti őt.
Minun täytyy ostaa auto.;I have to buy a car.;autót kell vennem.
Meidän on pakko avata ovi.;We have to open the door.;Ki kell nyitnunk az ajtót.
Sinun on myytävä tietokone.;You have to sell the computer.;El kell adni a számítógépet.
Antin kannattaa ottaa lasi.;Ant should have a glass.;Antinnak pohár kellene.
Sinun pitää unohtaa mies.;You have to forget about the man.;El kell felejtened a férfit.
Sinun pitää unohtaa hänet.;You have to forget about him.;El kell felejtened őt.
Me avaisimme oven.;We would open the door.;kinyitnánk az ajtót.
Muistan opettajan.;I remember the teacher.;Emlékszem a tanárra.
Muistan sinut.;I remember you.;Emlékszem rád.
Me ostettiin auto.;We bought a car.;Vettünk egy autót.
Ovi avattaisiin.;The door would open.;Kinyílna az ajtó.
