Finnish;english;hungarian
t-paita;t-shirt;póló
paita;shirt;ing
takki;jacket;kabát
kenkä, kengät;shoe, shoes;cipő, cipő
lapanen, lapaset;lapane, mittens;kesztyű, kesztyű (2 ujjas)
hame;skirt;szoknya
pipo;Beanie;kalap
alusvaatteet;underwear;fehérnemű
hanska, hanskat;glove, gloves;kesztyű, kesztyű (5 ujjas)
huivi;scarf;sál
sadetakki;raincoat;esőkabát
shortsit;shorts;rövidnadrág
sukka, sukat;sock, stockings;zokni, harisnya
saapas, saappaat;boot, boots;csizma, bakancs
lenkkari, lenkkarit (lenkkitossut);sneaker, sneakers (sneakers);tornacipő, tornacipő (futócipő)
haalarit;overalls;overall
uimapuku (uikkarit);bathing suit (swimming trunks);fürdőruha (fürdőruha)
housut / farkut;pants / jeans;nadrág / farmer
sateenvarjo;umbrella;esernyő
pukeutua;to get dressed;hogy felöltözzön
(minä) pukeudun;I get dressed;Felöltözöm.
pukea;to dress;öltözködöm
(minä) puen;I dress;Öltözöm
olla (päällä) / pitää;to wear;viselni
minulla on (päällä) / (minä) pidän;I wear;viselek
riisuutua / riisua / ottaa pois;to undress / take off;levetkőzni/levenni
(minä) riisuudun / (minä) riisun / (minä) otan X pois;I undress / take off;I vetkőzni / vetkőzni
sovittaa;to try on;to try on
(minä) sovitan;I try on;I try on
koko, koot;size;méret
kengännumero;shoe size;cipőméret
Mikä sun koko on?;What is your size?;Mi a méreted?
Mikä sun kengännumero on?;What is your shoe size?;Mi a cipőméreted?
Mulla on pipo / hattu päässä.;I'm wearing a cap/hat.;Sapkát/sapkát viselek.
Mulla on hanskat kädessä.;I'm wearing gloves.;Kesztyűt viselek.
Mulla on housut / kengät jalassa.;I have pants/shoes on.;Nadrágot/cipőt viselek.
Mitkä vaatteet sinulla on tänään päällä?;What are you wearing today?;Milyen ruhát viselsz ma?
Miten sinä tavallisesti pukeudut?;How do you usually dress?;Általában hogyan öltözködsz?
Mitä vaatteita sinä tarvitset talvella / keväällä / kesällä / syksyllä?;What clothes do you need in winter/spring/summer/autumn?;Milyen ruhákra van szüksége télen/tavasszal/nyáron/ősszel?
Mitä vaatteita sinä käytät, jos ulkona sataa vettä / paistaa aurinko / on tosi kylmä?;What clothes do you wear when it is raining / sunny / really cold outside?;Milyen ruhát viselsz, ha kint esik az eső / süt a nap / nagyon hideg?
