Finnish;English;hungarian
Miltä hän näyttää, Minkänäköinen hän on?;What does she/he look like?;Hogy néz ki?
Näyttääkö hän hyvältä?;Does he/she look good?;Jó kinézete van?
Onko hän hyvännäköinen?;Is she/he good-looking?;Jól néz ki?
Onko hän minun tyyppini?;Is she/he my type?;Ő az én típusom?
Kuvaile, miltä hän näyttää, Kuvaile, minkänäköinen hän on!;Describe what she/he looks like!;Írd le, hogy néz ki!
hoikka;slim;vékony
solakka;slender;karcsú
laiha;thin;sovány
alipainoinen;underweight;alulsúlyos
hyväkuntoinen;fit;jó formában
lihaksikas;muscular;izmos
hyvännäköinen;good-looking;jól néz ki
tukeva;chubby;erős
roteva;robust;bátor
pyylevä, pullea;plump;testes, pufók
kurvikas;curvy;kanyargós
lihava;fat;zsír
ylipainoinen;overweight;túlsúly
nätti;pretty;szép
söpö;cute;aranyos
komea;handsome;jóképű
kaunis;beautiful;gyönyörű
viehättävä;attractive;bájos, attraktív
ruma;ugly;csúnya
hurmaava;charming;bájos
Hän on...;She/he is...;Ő...
Hän on hoikka.;She/he is slim.;Karcsú.
Hän on liian laiha.;She/he is too skinny.;Túl sovány.
Hän on kaunis.;She/he is beautiful.;Ő szép.
Hän on nätti.;She/he is pretty.;Ő csinos.
Hän on lihaksikas.;She/he is muscular.;Izmos.
Hän on hyväkuntoinen.;She/he is fit.;Fitt.
Hän näyttää...;She/he looks...;Úgy néz ki mint...
Hän näyttää hoikalta.;She/he looks slim.;Vékonynak tűnik.
Hän näyttää liian laihalta.;She/he looks too skinny.;Túl vékonynak tűnik.
Hän näyttää kauniilta.;She/he looks beautiful.;Gyönyörűen néz ki.
Hän näyttää nätiltä.;She/he looks pretty.;Csinosan néz ki.
Hän näyttää lihaksikkaalta.;She/he looks muscular.;Izmosnak tűnik.
Hän näyttää hyväkuntoiselta.;She/he looks fit.;Fittnek tűnik.
Vaalea;Light;Fény
Hänellä on vaalea tukka.;She/he has blonde hair.;Szőke haja van.
Hänellä on vaalea iho.;She/he has a light skin.;Világos bőrű.
Hänellä on vaaleat hiukset.;She/he has blonde hairs.;Szőke hajai van.
Tumma;Dark;Sötét
Hänellä on tumma tukka.;She/he has dark hair.;Sötét haja van.
Hänellä on tumma iho;She/he has a dark skin.;Sötét bőrű
Hänellä on tummat hiukset.;She/he has dark hairs.;Sötét hajai van.
Pieni;Small;Kicsi
Hänellä on pieni nenä.;She/he has a small nose.;Kicsi az orra.
Hänellä on pieni suu.;She/he has a small mouth.;Kicsi a szája.
Hänellä on pienet silmät.;She/he has small eyes.;Kicsi szemei vannak.
Hänellä on pienet korvat.;She/he has small ears.;Kicsi a füle.
Suuri / iso;Large/big;Nagy / nagy
Hänellä on suuri / iso nenä.;She/he has a large/big nose.;Nagy/nagy orra van.
Hänellä on suuri / iso suu.;She/he has a large/big mouth.;Nagy/nagy szája van.
Hänellä on suuret / isot silmät.;She/he has large/big eyes.;Nagy/nagy szemei vannak.
Hänellä on suuret / isot korvat.;She/he has large/big ears.;Nagy/nagy fülei vannak.
Ohut;Thin;Vékony
Hänellä on ohut tukka.;She/he has thin hair.;Vékony haja van.
Hänellä on ohut nenä.;She/he has a thin nose.;Vékony orra van.
Hänellä on ohuet hiukset.;She/he has thin hairs.;Vékony hajai van.
Hänellä on ohuet huulet.;She/he has thin lips.;Vékony ajkai vannak.
Hänellä on ohuet kasvot.;She/he has a thin face.;Vékony arca van.
Paksu;Thick;Vastag
Hänellä on paksu tukka.;She/he has thick hair.;Sűrű haja van.
Hänellä on paksu nenä.;She/he has a thick nose.;Vastag orra van.
Hänellä on paksut hiukset.;She/he has thick hairs.;Sűrű hajai van.
Hänellä on paksut huulet.;She/he has thick lips.;Vastag ajkai vannak.
Lyhyt;Short;Rövid
Hänellä on lyhyt tukka.;She/he has short hair.;Rövid haja van.
Hänellä on lyhyt nenä.;She/he has a short nose.;Rövid orra van.
Hänellä on lyhyt leuka.;She/he has a short chin.;Rövid álla van.
Hänellä on lyhyet hiukset.;She/he has short hairs.;Rövid hajai van.
Pitkä;Long;Hosszú
Hänellä on pitkä tukka.;She/he has long hair.;Hosszú haja van.
Hänellä on pitkä nenä.;She/he has a long nose.;Hosszú orra van.
Hänellä on pitkä leuka.;She/he has a long chin.;Hosszú álla van.
Hänellä on pitkät hiukset.;She/he has long hairs.;Hosszú hajai van.
Leveä;Wide;Széles
Hänellä on leveä suu.;She/he has wide mouth.;Széles szája van.
Hänellä on leveä nenä.;She/he has a wide nose.;Széles orra van.
Hänellä on leveä leuka.;She/he has a wide chin.;Széles álla van.
Hänellä on leveät kasvot.;She/he has a wide face.;Széles arca van.
Kapea;Narrow;Keskeny
Hänellä on kapea nenä.;She/he has narrow nose.;Keskeny orra van.
Hänellä on kapea leuka.;She/he has a narrow chin.;Keskeny álla van.
Hänellä on kapeat kasvot.;She/he has a narrow face.;Keskeny arca van.
