Finnish;English;hungarian
Tarvikkeet;Necessities;Kellékek
älypuhelin;smart phone;okostelefon
kännykkä;mobile phone;Mobil
kartta;map;térkép
kompassi;compass;iránytű
GPS-laite;GPS device;GPS készülék
GPS-paikannus;GPS tracking;GPS helymeghatározás
paikannin;locator;lokátor
geokätkö;geocache;geoláda
taskulamppu;flashlight;zseblámpa
Geokätkö;Geocache;Geoláda
seurantakoodi;tracking code;azonosító kód
kätkökuvaus;cache description;rejtett fotózás
kätkötiedot;cache information;gyorsítótár adatok
kätkön sijainti;cache location;a gyorsítótár helye
kätkön koordinaatit;cache coordinates;a gyorsítótár koordinátái
kätkön vaikeusaste;difficulty level;a gyorsítótár nehézségi szintje
yhden tähden vaikeus;one star difficulty;egy csillag nehézség
peruskätkö - tradikätkö;traditional cache;alap gyorsítótár - hagyományos gyorsítótár
mysteerikätkö;mystery cache;rejtély gyorsítótár
multikätkö - monikätkö;multi-cache;multicache - multicache
mysse, mysti;multi-cache (spoken);mysse, misti
mikrokätkö;micro cache;mikrogyorsítótár
Piilopaikkoja;Hiding places;Búvóhelyek
maasto;terrain;terep
kivenkolossa;inside a stone hole;sziklaüregben
kiven alla;underneith a stone;egy szikla alatt
kivikossa;among rocks;a sziklában
kannossa;in a tree stump;a tuskóban
puun oksalla;on a tree branch;egy faágon
kalliolla;on a cliff;sziklán
aidan raossa;in a hole in a fence;a kerítés résében
rännin takana;behind a rainwater pipe;az ereszcsatorna mögött
aidan kaiteessa;inside a fence railing;a kerítéssínen
puskassa;in a bush;a bokorban
sillan alla;underneath a bridge;A híd alatt
puussa;in a tree;a fában
luolassa;in a cave;a barlangban
kaatuneen puun alla;underneath a fallen tree;egy kidőlt fa alatt
puun juuristossa;among the roots of a tree;a fa gyökérrendszerében
linnunpöntössä;in a nestbox;a madárfészekben
Kun löydät...;When you find...;Amikor megtalálod...
KK - kiitos kätköstä;thanks for the cache;KK - köszönöm a gyorsítótárat
DNF - en löytänyt;did not find;DNF - Nem találtam
denari;did not find (spoken);dénár (beszélve)
DNF-loki;DNF-logbook;DNF napló
kätkölöytö;cache find;gyorsítótár keresése
kätköpurkki;stache?;tárolóedény
muovirasia;plastic box;műanyag doboz
lokikirja;logbook;naplókönyv
nimimerkki;code name;álnév
geokolikko (GC);geocoin;geoérme (GC)
reissaaja;traveller;utazó
travel bug (TB);travel bug;utazási hiba (TB)
Verbejä;Verbs;Igék
kirjata kätkölöytö;to log a find;rögzítse a gyorsítótár megtalálását
etsiä geokätköä;to search for a cache;keress egy geoládát
löytää geokätkö;to find a cache;találj egy geoládát
piilottaa geokätkö;to hide a cache;elrejteni a geoládát
ratkaista pulma;to solve a riddle;oldja meg a rejtvényt
siirtää geokätkö;to move a cache;mozgassa a geoládát
käyttää koodiavainta;to use a key code;használja a kódkulcsot
Ihmisiä;People;Emberek
geokätköilijä;geocacher;geoládázó
kätköttäjä, piilottaja;hider;a rejtőzködő
kätkötarkastaja;reviewer;gyorsítótár ellenőr
jästi;muggle;mugli
