Finnish;English;Hungarian
Onko sinulla auto? Miksi? Miksi ei?;Do you have a car? Why? Why not?;Van autód? Miért? Miért ne?
Millainen auto sinulla on?;What kind of car do you have?;Milyen autód van?
Haluatko ostaa auton?;Do you want to buy a car?;Szeretnél autót venni?
Haluatko ostaa uuden auton?;Do you want to buy a new car?;Szeretnél új autót venni?
Millaisen auton haluaisit ostaa?;What kind of car would you like to buy?;Milyen autót szeretnél venni?
Kuinka monta autoa perheelläsi on?;How many cars does your family have?;Hány autó van a családodnak?
Kuka ajaa autoa sinun perheestäsi?;Who drives the car in your family?;Ki vezet autót a családodban?
Kuinka usein sinä ajat autoa?;How often do you drive a car?;Milyen gyakran vezetsz autót?
Tykkäätkö / Pidätkö autoista?;Do you like cars?;Szereted az autókat?
Millaisista autoista tykkäät / pidät?;What kind of cars do you like?;Milyen autókat szeretsz?
Tykkäätkö ajaa autolla?;Do you like to drive a car?;Szeretsz autót vezetni?
Onko sinulla ajokortti?;Do you have your driver's license?;Van jogosítványod?
Haluatko saada ajokortin?;Do you want to get your driver's license?;Szeretnél jogosítványt szerezni?
Kuinka vanhana opit ajamaan autoa?;At what age did you learn to drive a car?;Hány évesen tanultál autót vezetni?
Kuinka vanhana on laillista ajaa autoa?;At what age is it legal to drive?;Hány éves kortól legális autót vezetni?
Mitä tiedät autokouluista?;What do you know about driving schools?;Mit tudsz a vezetőiskolákról?
Paljonko autokoulu maksaa?;How much does driving school cost?;Mennyibe kerül a vezetőiskola?
Kuinka vanhana voi aloittaa autokoulun?;At what age can one start driving school?;Hány éves kortól lehet elkezdeni a vezetőiskolát?
Käytätkö autossa aina turvavyötä?;Do you always use a safety belt in the car?;Mindig használod a biztonsági övet autóban?
Oletko koskaan saanut parkkisakon?;Have you ever gotten a parking ticket?;Kaptál már parkolási bírságot?
Ajatko koskaan ylinopeutta?;Do you ever speed?;Vezetsz néha gyorsan (túlléped a sebességhatárt)?
Oletko koskaan saanut ylinopeussakon?;Have you ever received a speeding fine?;Kaptál már gyorshajtási bírságot?
Kuinka nopeasti kotimaassasi saa ajaa autolla?;How fast can you drive a car in your country?;Milyen gyorsan lehet vezetni az autót az országodban?
Onko kaupungissasi vaikeaa löytää parkkipaikkoja?;Is it hard to find parking spots in your city?;Nehéz parkolóhelyet találni a városodban?
Onko siellä missä asut vaikeaa ajaa autolla?;Is it hard to drive a car where you live?;Nehéz autót vezetni ott, ahol laksz?
Tarvitsetko auton siellä missä asut?;Do you need a car where you live?;Szükséged van autóra ott, ahol laksz?
Kuinka yleistä auton omistaminen on kotimaassasi?;How common is owning a car in your country?;Mennyire gyakori az autótulajdonlás az országodban?
Millainen autonkuljettaja sinä olet?;What kind of a driver are you?;Milyen sofőr vagy?
Millaisia autonkuljettajat ovat kotimaassasi?;What are the drivers in your country like?;Milyenek a sofőrök az országodban?
Millaisia virheitä huono autonkuljettaja tekee?;What kind of mistakes does a bad driver make?;Milyen hibákat követ el egy rossz sofőr?
Miten hyvä autonkuljettaja käyttäytyy liikenteessä?;How does a good driver behave in traffic?;Hogyan viselkedik egy jó sofőr a forgalomban?
