Finnish;English;hungarian
aamuvirkku;early bird;korai felkelő
aamutorkku;late riser;késői felszálló
ahdistaja;assailant;támadó
ahmatti;glutton;kócos
arkailija, jänishousu, pelkuri;coward;Építész, nyúl nadrág, gyáva
asiantuntija;expert;szakértő
diivailija;show-off;üldöző
egoisti;egoist;egoista
enkeli;angel;angyal
ekstrovertti;extrovert;extrovertált
erakko;hermit;remete
flirttailija;flirt;flört
friikki;freak;szörnyszülött
haihattelija;dreamer;látnok
herkkusuu;gourmet;ínyenc
hermoilija;worry-wart;ideg
herrasmies;gentleman;úriember
hidastelija;laggard;lassulás
hienostelija;snob;sznob
hihhuli;fanatic;fanatikus
hippi;hippie;hippi
hirviö;monster;szörnyeteg
huijari;cheater, fake;sarlatán
hullu;loony;őrült
hulluttelija;practical joker;ütközés
hurjastelija;madcap;közúti disznó
hurmuri;charmer;elbűvölő
hylkiö;outcast;pária
häirikkö;troublemaker;bajkeverő
hölmö;nitwit;buta
hölösuu, rääväsuu;bigmouth;Hölösuu, Rumble
ihmelapsi;prodigy;csoda
ihmisraukka;wretch;nyomaték
ihmisraunio;human wreck;emberi rom
ihmistuntija;(a good) judge of people;férfi
ilkkuja;mocker;csúfolódás
ilonpilaaja;party pooper;pooper
introvertti;introvert;introvertált
irstailija;dirty old man;korhely
itkupilli;crybaby;síró síp
julmuri;tyrant;zsarnok
juoppo;drunk;iszákos
juorukello;gossip;pletyka
kakara;brat;kölyök
kantelija;telltale;settenkedik
kaunotar;beauty;szépség
kehuskelija;blusterer, swaggerer;dicsérő
keimailija;coquette, flirt;kacér
kerskailija;boaster, braggard;hetvenkedő
kiihkoilija;maniac;bigott
kitsastelija;niggard;szúrós
kitupiikki;scrooge;cheapskate
kiukkupussi;quick to anger;zacskó
kiusaaja;teaser, bully;a kísértés
kiusoittelija;tease, chaff;kísértő
kloppi;whippersnapper;csirkefogó
konna;villain;gazember, gonosz
koomikko;comic;komikus
koti-ihminen;homebody;otthoni személy
kuhnuri;drone, sluggard;drón
kullanmuru;sweetie;édesem
kuumakalle;hothead;forró
kusipää;twat, bastard;pincér
kyynikko;cynic;cinikus
laiskottelijalaiskuri, laiskuri;lazybones;Lusta fejezet, lusta
lavertelija, lörppö;chatterbox;Réteg, lörppö
leikinlaskija;joker;játékvezető
lukutoukka;bookworm;gombóc
lunttaaja;cheat;málna
luovuttaja;quitter;donor
lurjus;rascal;útonálló
luuseri;loser;vesztes
maalaistollo;hick, yokel;mucsai
mahtailija;boaster;hencegő
maleksija;loafer, loiterer;malaxer
mammanpoika;pansy, wimp;mama
marisija;grouch, crank;házasság
menestyjä;highflyer;nagyfájlos
mielipuoli;madman;őrült, féleszu
mielistelijä;flatterer;turmix
murehtija;worrier;aggodalom
mäntti;git, ninny;fehér bőr
mörökölli;grumbler, grouch;rosszkedv
naissankari;womanizer;női hős
naistenhurmaaja;lady-killer;női gyilkos
naistenmies;ladies' man;serdülő
naistenvihaaja;woman-hater;nőgyűlölő
nalkuttaja;nag;gebe
narkkari;junkie;narkós
neropatti;wise guy;neropát
neurootikko;neurotic;neurotikus
nynny;sissy;búcsú
nörtti;nerd;majom
onnenonkija;opportunist;szerencse
optimisti;optimist;optimista
parittaja;procurer;strici
pehmo;softie;puha tökfej
pelle;clown;bohóc
perseennuolija;asskisser, asslicker;seggfej
pessimisti;pessimist;pesszimista
petkuttaja;cheat, swindler, imposter;csaló
petturi, kavaltaja;traitor;áruló, gazember
pettäjä;deceiver;áruló
pilkkaaja;scoffer, mocker;gúnyolódó
poikatyttö;tomboy;fiú lány
poropeukalo;butterfingers;rénszarvas
prinsessa;princess;hercegnő
psykopaatti;psychopath;pszichopata
puoskari;quack, charlatan;kuruzsló
puupää;dunce;tökfilkó
pöhkö;twit;twit
pölkkypää;jackass;tuskófej, agyatlan, "farönkfej"
riitapukari;ruffian;rítus
rikollinen;delinquent;bűnügyi
roisto;scoundrel;bűnöző, gazember, gonosztevő
rääpäle;weakling;nyápic
saituri;pinchpenny;fösvény
salakuuntelija;eavesdropper;hangszóró
sanaseppä;wordsmith;szójegyzék
sankari;hero;hős
seikkailija;adventurer;kalandor
suunsoittaja;loudmouth;szopóka
sydäntenmurskaaja;heartbreaker;szívszorító
söpöliini;cutie;csinos
teeskentelijä;hypocrite;pozőr
toisinajattelija;noncomformist;szakadár
touhottaja;busybody;minden lében kanál
tylsimys;boring, dullard;unalmas tökfej
typerys;fool;bolond
törppö;ninny;balfácán, ügyetlen, kétbalkezes
unikeko;sleepyhead;álomszuszék
uskalikko;daredevil;vakmerő
valehtelija;liar;hazug
vandaali;vandal;vandál
veijari;rogue;csibész, ravasz fickó, furfangos ember
velttoilija;slacker;szemét
älykkö;highbrow;nagybőrű
älyniekka;egghead;értelem
älypää;smart aleck;okoskodó
ääliö;jerk, moron;bunkó
