Finnish;English;Hungarian
Mikä on lempivärisi? Miksi?;What's your favorite color? Why?;Mi a kedvenc színed? Miért?
Miksi vihreä on lempivärisi?;Why is green your favorite color?;Miért a zöld a kedvenc színed?
Miksi sinulla ei ole lempiväriä?;Why don't you have a favorite color?;Miért nincs kedvenc színed?
Oliko sinulla lapsena lempiväri?;Did you have a favorite color as a child?;Volt kedvenc színed gyerekkorodban?
Oliko sinulla lapsena eri lempiväri?;Did you have a different favorite color as a child?;Gyerekkorodban más volt a kedvenc színed?
Onko vaaleanpunainen sinusta ihana väri?;Do you think pink is a wonderful color?;Szerinted a rózsaszín csodás szín?
Onko musta sinusta ihana väri? Miksi?;Do you think black is a wonderful color? Why?;Szerinted a fekete csodás szín? Miért?
Mistä väristä et tykkää?;What color don't you like?;Melyik színt nem szereted?
Miksi et tykkää siitä väristä?;Why don't you like that color?;Miért nem szereted azt a színt?
Tykkäätkö kirkkaista väreistä?;Do you like bright colors?;Szereted a világos színeket?
Tykkäätkö hillityistä väreistä?;Do you like subdued colors?;Szereted a visszafogott színeket?
Mitä mieltä olet pastelliväreistä?;What do you think of pastel colors?;Mit gondolsz a pasztellszínekről?
Mitä mieltä olet neonväreistä?;What do you think of neon colors?;Mit gondolsz a neon színekről?
Minkävärinen auto sinulla on?;What color of car do you have?;Milyen színű autód van?
Minkäväriset seinät kodissasi on?;What color of walls do you have in your home?;Milyen színű falak vannak az otthonodban?
Minkäväriset verhot sinulla on kotona?;What color of curtains do you have at home?;Milyen színű függönyeid vannak otthon?
Minkävärisiä huonekaluja sinulla on?;What colors of furniture do you have?;Milyen színű bútorok vannak nálad?
Haluaisitko maalata kotisi seinät?;Would you like to paint your home's walls?;Szeretnéd festeni az otthonod falait?
Minkäväriseksi maalaisit lastenhuoneen?;What color would you paint a children's room?;Milyen színűre festenéd a gyerekszobát?
Mitkä värit sopivat parhaiten kylpyhuoneeseen?;What colors are most suitable for a bathroom?;Mely színek a legmegfelelőbbek a fürdőszobába?
Mikä on makuuhuoneeseen sopiva väri?;What's a color that's suitable for a bedroom?;Mi a megfelelő szín a hálószobába?
Mitä mieltä olet punaisesta kontrastiseinästä?;What do you think of a red contrast wall?;Mit gondolsz egy piros kontrasztfalról?
Mitä värejä luonnosta voidaan löytää?;What colors can be found in nature?;Milyen színek találhatók a természetben?
Minkävärisistä vaatteista tykkäät?;What color of clothes do you like?;Milyen színű ruhákat szeretsz?
Minkävärisiä vaatteita et käytä itse?;What color of clothes don't you use yourself?;Milyen színű ruhákat nem viselsz te magad?
Onko vaatteiden värillä väliä sinulle?;Does the color of clothes matter to you?;Számít neked a ruhák színe?
Ostaisitko kirkkaankeltaiset kengät? Miksi?;Would you buy bright yellow shoes? Why?;Vennél élénksárga cipőt? Miért?
Ostaisitko punaisen sohvan? Miksi?;Would you buy a red couch? Why?;Vennél piros kanapét? Miért?
Minkävärisiä vaatteita käytetään häissä?;What color of clothes are used in weddings?;Milyen színű ruhákat viselnek esküvőkön?
Minkävärisiä vaatteita käytetään hautajaisissa?;What color of clothes are used in funerals?;Milyen színű ruhákat viselnek temetéseken?
Mitkä kukat ovat keltaisia / punaisia / sinisiä?;Which flowers are yellow / red / blue?;Mely virágok sárgák / pirosak / kékek?
Minkävärinen kotimaasi lippu on?;What color is the flag of your home country?;Milyen színű a hazád zászlaja?
Minkävärinen on Suomen lippu?;What color is the Finnish flag?;Milyen színű a finn zászló?
Kuinka monta väriä sateenkaaressa on?;How many colors does the rainbow have?;Hány szín van a szivárványban?
Minkävärisiä pyyhkeitä sinulla on?;What color of towels do you have?;Milyen színű törölközőid vannak?
Minkävärinen hammasharja sinulla on?;What color of toothbrush do you have?;Milyen színű fogkeféd van?
Tunnetko ketään, joka on värisokea?;Do you know anyone who's colorblind?;Ismersz valakit, aki színtévesztő?
Mitä värejä värisokeat yleensä eivät näe?;Which colors do colorblind people usually not see?;Mely színeket nem látják általában a színtévesztők?
Katsotko koskaan mustavalkoisia elokuvia?;Do you ever watch black and white movies?;Nézel valaha fekete-fehér filmeket?
Millaisia tuntemuksia värit voivat herättää?;What kind of sensations can colors evoke?;Milyen érzéseket kelthetnek a színek?
Millaisia tunteita värit voivat herättää?;What feelings can the colors evoke?;Milyen érzelmeket válthatnak ki a színek?
Mitkä värit herättävät positiivisia tunteita?;Which colors evoke positive emotions?;Mely színek keltenek pozitív érzéseket?
Mitkä värit herättävät negatiivisia tunteita?;Which colors evoke negative emotions?;Mely színek keltenek negatív érzéseket?
Mikä on rauhoittava väri?;What's a soothing color?;Mi a nyugtató szín?
Mikä väri auttaa keskittymään?;What color helps people focus?;Melyik szín segíti a koncentrációt?
Mikä väri luo kodikkaan tunnelman?;What color creates a cozy atmosphere?;Melyik szín teremt otthonos hangulatot?
Mikä väri luo lämpimän tunnelman?;What color creates a warm atmosphere?;Melyik szín teremt meleg hangulatot?
Millaisia tunteita vihreä väri sinussa herättää?;What kind of feelings does the color green evoke in you?;Milyen érzéseket kelt benned a zöld szín?
Mitä tunteita punainen väri sinussa herättää?;What feelings does the color red evoke in you?;Milyen érzéseket vált ki benned a piros szín?
Mitä tunteita sininen väri ehkä herättää?;What emotions might the color blue evoke?;Milyen érzéseket kelthet a kék szín?
Millaisia tunteita musta väri voi herättää?;What kind of feelings can the color black evoke?;Milyen érzéseket válthat ki a fekete szín?
Millaisia tunteita valkoinen väri voi herättää?;What kind of feelings can the color white evoke?;Milyen érzéseket válthat ki a fehér szín?
Mitä tunteita keltainen väri voi herättää?;What feelings can the color yellow evoke?;Milyen érzéseket válthat ki a sárga szín?
Millaisia tunteita harmaa väri voi herättää?;What kind of feelings can the color grey evoke?;Milyen érzéseket válthat ki a szürke szín?
Herättääkö mikään väri sinussa muistoja?;Does any color evoke memories for you?;Kelt-e benned emlékeket valamelyik szín?
Mistä punainen väri muistuttaa sinua?;What does the color red remind you of?;Mire emlékeztet a piros szín?
Mistä musta väri muistuttaa sinua?;What does the color black remind you of?;Mire emlékeztet a fekete szín?
Mitä merkityksiä väreillä voi olla eri kulttuureissa?;What meanings can colors have in different cultures?;Milyen jelentéseket hordozhatnak a színek különböző kultúrákban?
Oletko kuullut väripsykologiasta? Mitä se on?;Have you heard of color psychology? What is it?;Hallottál a színpszichológiáról? Mi az?
Mitä värejä suosit kotisi sisustuksessa?;What colors do you prefer in the decor of your home?;Milyen színeket kedvelsz otthonod dekorációjában?
Miten värejä käytetään liikenteessä?;How are colors used in traffic?;Hogyan használják a színeket a közlekedésben?
Miten värejä käytetään mainoksissa?;How are colors used in commercials?;Hogyan használják a színeket a reklámokban?
Miten värit vaikuttavat meihin?;How do colors affect us?;Hogyan hatnak ránk a színek?
Mihin väreillä voi olla positiivinen vaikutus?;What can colors have a positive effect on?;Mire lehet pozitív hatással a szín?
Vaikuttaako ruoan väri ruokahaluun?;Does the color of food affect appetite?;Hat a kaja színe az étvágyra?
Onko väreillä vaikutus mielialaasi?;Do colors affect your mood?;Befolyásolják a színek a hangulatodat?
Voivatko värit vaikuttaa päätöksiimme?;Can colors have an impact on our decisions?;Befolyásolhatják-e a színek a döntéseinket?
Onko väreillä väliä? Miksi? Miksi ei?;Do colors matter? Why? Why not?;Számítanak a színek? Miért? Miért nem?
Onko ihovärillä väliä? Miksi? Miksi ei?;Does skin color matter? Why? Why not?;Számít-e a bőrszín? Miért? Miért nem?
Olisiko elämä erilaista, jos ei olisi värejä?;Would life be different if there were no colors?;Más lenne az élet, ha nem lennének színek?
Missä urheilulajeissa näytetään punaista korttia?;In which sports is a red card shown?;Mely sportágakban mutatnak piros lapot?
Ajatko koskaan päin punaista?;Do you ever run a red light?;Át szoktál menni a piroson?
Millainen järjestö Punainen Risti on?;What kind of organization is the Red Cross?;Milyen szervezet a Vöröskereszt?
Miksi Marsia sanotaan "punaiseksi planeetaksi"?;Why is Mars called the "red planet"?;Miért hívják a Marsot „vörös bolygónak"?
Punastutko sinä helposti?;Do you blush easily?;Könnyen elpirulsz?
Mitkä asiat aiheuttavat sinulle harmaita hiuksia?;What things cause you grey hair?;Milyen dolgok okoznak szürke hajszálakat neked?
Tiedätkö mitä "harmaa talous" tarkoittaa?;Do you know what "grey economy" means?;Tudod, mit jelent a „szürke gazdaság"?
Mitä tarkoittaa "näyttää vihreää korttia"?;What does "showing a green card" mean?;Mit jelent a „zöld kártyát mutatni"?
Millainen poliittinen puolue Vihreät on?;What kind of political party is the Vihreät?;Milyen politikai párt a Zöldek?
Mitä tarkoittaa "olla vihreä kateudesta"?;What does "being green with envy" mean?;Mit jelent a „zöld a féltékenységtől"?
Mitä tarkoittaa "päästä vihreälle oksalle"?;What does "getting to the green branch" mean?;Mit jelent a „eljutni a zöld ághoz"?
Mitä mieltä olet valkoisista valheista?;What do you think of white lies?;Mit gondolsz a fehér hazugságokról?
Minkä symboli valkoinen kyyhkynen on?;What is the white dove a symbol of?;Mi a fehér galamb szimbóluma?
Mitä tarkoittaa "heiluttaa valkoista lippua"?;What does "waving a white flag" mean?;Mit jelent a „fehér zászlót lengetni"?
Mikä sairaus sai nimen "musta surma"?;Which illness got the name "black death"?;Melyik betegség kapta a „fekete halál" nevet?
Tuottavatko mustat kissat epäonnea?;Do black cats bring bad luck?;Szerencsétlenséget hoznak a fekete macskák?
Mikä on lentokoneissa oleva musta laatikko?;What's the black box in airplanes?;Mi a fekete doboz a repülőgépeken?
Mitä tarkoittaa "musta aukko"?;What does "black hole" mean?;Mit jelent a „fekete lyuk"?
Mitä se tarkoittaa, jos joku on "mustalla listalla"?;What does it mean if someone is on the "black list"?;Mit jelent, ha valaki a „feketelistán" van?
Millaista musta huumori on?;What is black humor like?;Milyen a fekete humor?
Oletko kuullut mustasta pörssistä?;Have you heard of the black market?;Hallottál a feketepiacról?
Millainen ihminen on perheen musta lammas?;What kind of person is a family's black sheep?;Milyen ember a család fekete báránya?
