Finnish;English;hungarian
joulu;Christmas;Karácsony
joulupukki;Santa;Mikulás
joulumuori;Mrs. Claus;karácsonyi fal
joulunodotus;waiting for Christmas;Karácsonyra várva
Hyvää joulunodotusta!;Happy Christmas waiting!;Boldog karácsonyi várakozást!
jouluaatto;Christmas Eve, 24th Dec;szenteste
joulupäivä;Christmas Day, 25th Dec;Karácsonynapja
tapaninpäivä;Boxing Day, 26th December;Boxing Day
pikkujoulut;Christmas party;kis karácsony
Jeesuksen syntymä;the birth of Jesus;Jézus születése
Jouluperinteitä;Christmas traditions;Karácsonyi hagyományok
joululoma;Christmas holiday;karácsonyi szünet
joulusiivous;Christmas cleaning;Karácsonyi takarítás
joulurauha;Christmas Peace;karácsonyi béke
joulurauhan julistus;Christmas declaration;karácsonyi béke kihirdetése
joulusauna;Christmas sauna;Karácsonyi szauna
joulukirkko;Christmas church service;karácsonyi templom
viedä kynttilät haudalle;to bring candles to the grave;vigye a gyertyákat a sírba
joululaulu;Christmas song;ének
joulumusiikki;Christmas music;karácsonyi zene
joululahja;Christmas present;Karácsonyi doboz
pehmeä paketti;“soft package” (e.g. socks as gift);puha csomag
kova paketti;“hard package” (gift that's not clothing);kemény csomag
joulukortti;Christmas card;karácsonyi kártya
joulukalenteri;Advent calendar;Karácsonyi naptár
Korvatunturi;Korvatunturi;Fülfájás
enkeli;angel;angyal
Joulukoristeita;Christmas decorations;karácsonyi díszek
joulukuusi;Christmas tree;karácsonyfa
koristella;to decorate, ornament;dísz
jouluvalot;Christmas lights;Karácsonyi fények
joulutonttu;nisse, Christmas elf;karácsonyi manó
tonttulakki, joululakki;Christmas hat;manó sapka, karácsonyi sapka
joulutähti;poinsettia, Christmas star;mikulásvirág
jouluruusu;hellebore, Christmas rose;karácsonyi rózsa
joulukranssi;Christmas wreath;karácsonyi koszorú
olkipukki;Yule goat decoration;szalma ember
joulukynttilä;Christmas candle;karácsonyi gyertya
jäälyhty;ice lantern;jéglámpás
lumilyhty;snow lantern;hólámpás
himmeli;straw decoration;pokol
Jouluateria;Christmas meal;karácsonyi étkezés
jouluruoka;Christmas food;karácsonyi étel
joulupuuro;Christmas porridge;Karácsonyi zabkása
porkkanalaatikko;carrot casserole;sárgarépa doboz
lanttulaatikko;swede casserole;pitch box
imelletty perunalaatikko;potato casserole;jeges burgonyás doboz
maksalaatikko;liver casserole;májas rakott
kylmäsavustettu lohi;cold smoked salmon;hidegen füstölt lazac
graavilohi;gravlax;szürke lazac
piparkakku, pipari;ginger snap;mézeskalács, bors
piparkakkutalo;gingerbread house;mézeskalács ház
joulutorttu;“Christmas tart”;karácsonyi torta
lipeäkala;lutefisk;lúgos hal
luumukiisseli;prune soup;szilvás veszekedés
joulukinkku;Christmas ham;karácsonyi sonka
rosolli;rosolli salad;rosolli
karjalanpaisti;Karelian hot pot;karél pörkölt
glögi;glögi (drink);forralt bor
Joulumausteita;christmas spices;karácsonyi fűszerek
kardemumma;cardamom;kardamom
inkivääri;ginger;gyömbér
neilikka;clove;szegfű
kaneli;cinnamon;fahéj
pomeranssinkuori;bitter orange peel;narancs héj
maustepippuri;allspice;vegyesfűszer
Hyvää joulua!;Merry Christmas!;Boldog Karácsonyt kívánok!
Iloista joulua!;Happy Christmas!;Boldog Karácsonyt!
Hyvää joulua ja onnellista uutta vuotta!;Merry Christmas and Happy New Year!;Boldog karácsonyt és boldog új évet!
Rauhallista joulunaikaa ja onnea uudelle vuodelle!;Peaceful Christmas and happiness for the new year!;Békés karácsonyi ünnepeket és sok sikert az új évre!
Iloista joulunaikaa ja menestystä uudelle vuodelle!;Happy Christmas and properity for the new year!;Boldog karácsonyt és sikereket az új évre!
Lämmin joulutervehdys!;A warm Christmas greeting!;Meleg karácsonyi üdvözlet!
Parhain joulutoivotuksin!;With the best Christmas greetings!;Legjobb karácsonyi kívánságokat!
Tunnelmallista joulunaikaa toivottaen!;Wishing you an atmospheric Christmas time!;Kellemes karácsonyi ünnepeket kívánok!
Hyvää vuodenvaihdetta ja onnellista uutta vuotta!;Happy New Year's Eve and Happy New Year!;Boldog új évet és boldog új évet!
Hyvää juhlakautta ja onnellista uutta vuotta!;Happy festive season and Happy New Year!;Boldog ünnepeket és boldog új évet!
Hyvää talven juhla-aikaa ja onnellista uutta vuotta!;Happy winter holidays and Happy New Year!;Kellemes téli ünnepeket és boldog új évet!
