Finnish;English;hungarian
Tytöt leikkivät.;The girls are playing.;A lányok játszanak.
Koirat nukkuvat.;The dogs are sleeping.;A kutyák alszanak.
Makkarat ovat pöydällä.;The sausages are on the table.;A kolbászok az asztalon vannak.
Siskot ovat keittiössä.;The sisters are in the kitchen.;A nővérek a konyhában vannak.
Syön omenat.;I eat (all) the apples.;almát eszek.
Ostan kaikki muumikirjat.;I buy all the Moomins books.;Megveszem az összes Muumi könyvet.
Nuoret varastivat pyörät.;The youths stole (all) the bikes.;A fiatalok ellopták a kerékpárokat.
Avaan ikkunat.;I open (all) the windows.;kinyitom az ablakokat.
Tupaantuliaiset olivat eilen.;The housewarming party was yesterday.;A vendéglátók tegnap voltak.
Häät olivat stressaavat.;The wedding was stressful.;Az esküvő stresszes volt.
Hautajaiset järjestettiin hyvin.;The funeral was well-organized.;A temetést jól megszervezték.
Ristiäiset kestivät tunnin.;The christening took an hour;A keresztelő egy óráig tartott.
Synttärit pidettiin takapihalla.;The birthday party happened in the back yard.;A születésnapokat a kertben tartották.
Markkinat kiinnostavat minua.;The market interests me.;A piac érdekel.
Läksiäiset olivat ikimuistoiset.;The goodbye party was memorable.;A läksiek emlékezetesek voltak.
Avajaiset olivat heti ohi.;The opening ceremony was over right away.;A megnyitó ünnepség azonnal véget ért.
Ostin housut eilen.;I bought the pants yesterday.;Tegnap vettem a nadrágot.
Silmälasit ovat siniset.;The glasses are blue.;A szemüveg kék.
Sakset olivat terävät.;The scissors were sharp.;Az olló éles volt.
Tikapuut nojaavat seinään.;The ladder leans against the wall.;A létrák a falnak támaszkodnak.
Hänen kasvot ovat pyöreät.;His face is round.;Az arca kerek.
Rintaliivit unohtuivat.;The bra was forgotten.;A melltartót elfelejtették.
Aivot toimivat hyvin.;The brain works well.;Az agy jól működik.
Minulla on siniset sukat.;I have blue socks.;Kék zoknim van.
Keuhkot heikkenivät.;The lungs got weaker.;A tüdő tönkrement.
Kengät olivat liian pienet.;The shoes were too small.;A cipő túl kicsi volt.
Munuaiset ovat tärkeä elin.;Kidneys are an important organ.;A vesék fontos szerv.
Sieraimet ovat tukossa.;The nostrils are blocked.;Az orrlyukak elzáródnak.
Ostan uudet sukset.;I buy new skis.;Új sílécet veszek.
Ostin lämpimät saappaat.;I bought warm boots.;Meleg csizmát vettem.
Silmäsi ovat siniset.;Your eyes are blue.;A szemed kék.
Korvamme olivat punaiset.;Our ears were red.;Vörös volt a fülünk.
